^SAMPLE = GSM1017470
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017470/suppl/GSM1017470_mRNA_6b_041206.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	13882.25	6.62E-04
AFFX-BioB-M_at	17167.01	6.02E-05
AFFX-BioB-3_at	8671.55	7.01E-05
AFFX-BioC-5_at	35615.27	5.17E-05
AFFX-BioC-3_at	42730.09	4.43E-05
AFFX-BioDn-5_at	69494.59	4.43E-05
AFFX-BioDn-3_at	198621.88	8.14E-05
AFFX-CreX-5_at	436454.22	4.43E-05
AFFX-CreX-3_at	543699.80	5.17E-05
AFFX-DapX-5_at	18483.77	4.43E-05
AFFX-DapX-M_at	34986.75	5.81E-04
AFFX-DapX-3_at	45235.01	5.17E-05
AFFX-LysX-5_at	2170.42	9.72E-04
AFFX-LysX-M_at	4570.49	1.67E-02
AFFX-LysX-3_at	8970.58	5.17E-05
AFFX-PheX-5_at	4707.32	9.45E-05
AFFX-PheX-M_at	6616.16	7.54E-04
AFFX-PheX-3_at	5033.64	1.69E-04
AFFX-ThrX-5_at	4815.28	5.09E-04
AFFX-ThrX-M_at	7191.95	8.14E-05
AFFX-ThrX-3_at	9665.95	7.01E-05
AFFX-TrpnX-5_at	524.41	1.85E-01
AFFX-TrpnX-M_at	45.28	9.78E-01
AFFX-TrpnX-3_at	70.66	6.46E-01
AFFX-r2-Ec-bioB-5_at	25575.88	2.44E-04
AFFX-r2-Ec-bioB-M_at	23963.28	2.44E-04
AFFX-r2-Ec-bioB-3_at	18007.66	2.44E-04
AFFX-r2-Ec-bioC-5_at	53207.05	2.44E-04
AFFX-r2-Ec-bioC-3_at	73045.34	2.44E-04
AFFX-r2-Ec-bioD-5_at	243813.97	2.44E-04
AFFX-r2-Ec-bioD-3_at	290462.03	2.44E-04
AFFX-r2-P1-cre-5_at	770499.50	2.44E-04
AFFX-r2-P1-cre-3_at	1078167.60	2.44E-04
AFFX-r2-Bs-dap-5_at	27571.29	2.44E-04
AFFX-r2-Bs-dap-M_at	35195.26	2.44E-04
AFFX-r2-Bs-dap-3_at	57973.18	2.44E-04
AFFX-r2-Bs-lys-5_at	2765.17	2.44E-04
AFFX-r2-Bs-lys-M_at	3998.74	2.44E-04
AFFX-r2-Bs-lys-3_at	4316.31	1.22E-03
AFFX-r2-Bs-phe-5_at	4427.68	2.44E-04
AFFX-r2-Bs-phe-M_at	5498.72	2.44E-04
AFFX-r2-Bs-phe-3_at	10180.64	2.44E-04
AFFX-r2-Bs-thr-3_s_at	12961.36	2.44E-04
AFFX-r2-Bs-thr-M_s_at	13620.75	2.93E-03
AFFX-r2-Bs-thr-5_s_at	6418.45	2.44E-04
AFFX-HUMISGF3A/M97935_5_at	7651.96	7.54E-04
AFFX-HUMISGF3A/M97935_MA_at	15848.05	2.97E-04
AFFX-HUMISGF3A/M97935_MB_at	10260.62	5.17E-05
AFFX-HUMISGF3A/M97935_3_at	30561.46	9.45E-05
AFFX-HUMRGE/M10098_5_at	27538.07	7.01E-05
AFFX-HUMRGE/M10098_M_at	19205.21	4.43E-05
AFFX-HUMRGE/M10098_3_at	16903.24	1.47E-04
AFFX-HUMGAPDH/M33197_5_at	771808.20	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	860989.25	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	786633.56	4.43E-05
AFFX-HSAC07/X00351_5_at	480035.90	4.43E-05
AFFX-HSAC07/X00351_M_at	592621.25	4.43E-05
AFFX-HSAC07/X00351_3_at	562918.06	4.43E-05
AFFX-M27830_5_at	23130.18	4.43E-05
AFFX-M27830_M_at	67043.70	1.41E-03
AFFX-M27830_3_at	305.53	7.25E-01
AFFX-hum_alu_at	1104133.60	2.61E-13
1007_s_at	57464.90	2.19E-04
1053_at	24234.97	2.66E-04
117_at	1247.07	2.85E-01
121_at	12846.43	3.58E-03
1255_g_at	460.39	3.59E-01
1294_at	1321.58	2.35E-01
1316_at	1277.65	6.53E-03
1320_at	1656.65	1.63E-01
1405_i_at	1100.03	6.20E-02
1431_at	1046.67	2.19E-02
1438_at	1177.32	6.97E-01
1487_at	13790.46	2.47E-02
1494_f_at	2750.58	3.13E-02
1598_g_at	23939.33	1.35E-03
160020_at	3881.76	1.49E-02
1729_at	5883.81	2.23E-03
1773_at	9145.33	4.18E-03
177_at	1081.41	1.17E-01
179_at	10291.39	2.35E-01
1861_at	7875.53	2.62E-03
200000_s_at	61833.06	2.44E-04
200001_at	134543.77	2.44E-04
200002_at	604094.00	2.44E-04
200003_s_at	1051567.80	2.44E-04
200004_at	311454.60	2.44E-04
200005_at	248578.88	2.44E-04
200006_at	338710.80	2.44E-04
200007_at	199916.27	2.44E-04
200008_s_at	76767.44	2.44E-04
200009_at	139845.47	2.44E-04
200010_at	634519.50	2.44E-04
200011_s_at	77843.33	2.44E-04
200012_x_at	726597.56	2.44E-04
200013_at	839082.30	2.44E-04
200014_s_at	129465.23	2.44E-04
200015_s_at	225554.92	2.44E-04
200016_x_at	730724.80	2.44E-04
200017_at	704142.20	2.44E-04
200018_at	908669.94	2.44E-04
200019_s_at	511338.40	2.44E-04
200020_at	94966.30	2.44E-04
200021_at	609060.25	2.44E-04
200022_at	819340.10	2.44E-04
200023_s_at	289354.16	2.44E-04
200024_at	688842.50	7.32E-04
200025_s_at	701294.10	2.44E-04
200026_at	750227.80	2.44E-04
200027_at	192091.45	2.44E-04
200028_s_at	123928.78	2.44E-04
200029_at	706411.00	2.44E-04
200030_s_at	551383.94	2.44E-04
200031_s_at	911683.75	2.44E-04
200032_s_at	729982.00	2.44E-04
200033_at	308579.40	2.44E-04
200034_s_at	540322.75	2.44E-04
200035_at	21607.33	4.15E-03
200036_s_at	551835.40	2.44E-04
200037_s_at	248808.03	2.44E-04
200038_s_at	859132.10	2.44E-04
200039_s_at	176700.11	2.44E-04
200040_at	126290.16	2.44E-04
200041_s_at	228991.10	2.44E-04
200042_at	35719.61	2.44E-04
200043_at	318810.53	2.44E-04
200044_at	100781.93	2.44E-04
200045_at	28137.58	2.44E-04
200046_at	112309.39	2.44E-04
200047_s_at	153230.16	2.44E-04
200048_s_at	165770.06	2.44E-04
200049_at	20288.45	2.44E-04
200050_at	85450.41	2.44E-04
200051_at	11199.32	2.44E-04
200052_s_at	154028.11	2.44E-04
200053_at	48464.54	1.95E-03
200054_at	18865.79	7.32E-04
200055_at	59186.83	2.44E-04
200056_s_at	28170.66	2.44E-04
200057_s_at	348629.72	2.44E-04
200058_s_at	84072.60	2.44E-04
200059_s_at	372134.84	2.44E-04
200060_s_at	115540.09	2.44E-04
200061_s_at	766015.80	2.44E-04
200062_s_at	1011203.20	2.44E-04
200063_s_at	638876.56	2.44E-04
200064_at	641615.30	2.44E-04
200065_s_at	196898.90	2.44E-04
200066_at	41612.78	2.44E-04
200067_x_at	96870.20	2.44E-04
200068_s_at	241922.84	2.44E-04
200069_at	26377.46	7.32E-04
200070_at	11438.21	2.93E-03
200071_at	100421.49	2.44E-04
200072_s_at	165457.16	2.44E-04
200073_s_at	196771.60	2.44E-04
200074_s_at	437639.16	2.44E-04
200075_s_at	21191.12	2.44E-04
200076_s_at	42466.86	2.44E-04
200077_s_at	487619.70	2.44E-04
200078_s_at	48987.10	2.44E-04
200079_s_at	155180.69	2.44E-04
200080_s_at	446232.03	2.44E-04
200081_s_at	1003638.40	2.44E-04
200082_s_at	685781.40	2.44E-04
200083_at	60684.14	2.44E-04
200084_at	107144.78	2.44E-04
200085_s_at	171489.31	2.44E-04
200086_s_at	227532.45	2.44E-04
200087_s_at	222741.78	2.44E-04
200088_x_at	1021029.06	2.44E-04
200089_s_at	561766.25	2.44E-04
200090_at	106117.92	7.32E-04
200091_s_at	487831.47	2.44E-04
200092_s_at	745395.30	2.44E-04
200093_s_at	166392.22	2.44E-04
200094_s_at	500811.25	2.44E-04
200095_x_at	1000453.56	2.44E-04
200096_s_at	96645.84	2.44E-04
200097_s_at	169896.60	2.44E-04
200098_s_at	102607.44	2.44E-04
200099_s_at	970792.60	2.44E-04
200593_s_at	80752.23	2.44E-04
200594_x_at	178391.36	2.44E-04
200595_s_at	222768.86	2.44E-04
200596_s_at	100260.80	2.44E-04
200597_at	36123.80	2.44E-04
200598_s_at	121905.10	2.44E-04
200599_s_at	279182.16	2.44E-04
200600_at	42143.43	2.44E-04
200601_at	64801.96	2.44E-04
200602_at	51628.68	2.44E-04
200603_at	135440.03	2.44E-04
200604_s_at	78098.80	2.44E-04
200605_s_at	154701.38	2.44E-04
200606_at	119846.67	2.44E-04
200607_s_at	63288.68	2.44E-04
200608_s_at	116533.83	2.44E-04
200609_s_at	83071.13	7.32E-04
200610_s_at	304595.66	2.44E-04
200611_s_at	98069.83	2.44E-04
200612_s_at	75856.53	7.32E-04
200613_at	105405.07	2.44E-04
200614_at	332224.50	2.44E-04
200615_s_at	32833.46	2.44E-04
200616_s_at	44640.78	2.44E-04
200617_at	39816.17	2.44E-04
200618_at	83521.14	2.44E-04
200619_at	47111.61	1.42E-02
200620_at	62663.25	2.44E-04
200621_at	38689.59	7.32E-04
200622_x_at	14050.37	2.44E-04
200623_s_at	30018.96	2.44E-04
200624_s_at	126279.02	2.44E-04
200625_s_at	143795.75	2.44E-04
200626_s_at	210390.11	2.44E-04
200627_at	380560.72	2.44E-04
200628_s_at	27823.10	4.61E-02
200629_at	34944.42	2.44E-04
200630_x_at	386623.56	2.44E-04
200631_s_at	244662.78	2.44E-04
200632_s_at	32659.64	7.32E-04
200633_at	928325.70	2.44E-04
200634_at	345296.06	2.44E-04
200635_s_at	16778.45	7.32E-04
200636_s_at	64415.23	2.44E-04
200637_s_at	9928.24	2.44E-04
200638_s_at	282512.44	2.44E-04
200639_s_at	153603.92	2.44E-04
200640_at	265876.60	2.44E-04
200641_s_at	241160.78	2.44E-04
200642_at	402900.90	2.44E-04
200643_at	19880.18	7.32E-04
200644_at	137526.22	2.44E-04
200645_at	148937.45	2.44E-04
200646_s_at	8929.18	1.95E-03
200647_x_at	273602.84	2.44E-04
200648_s_at	23932.64	2.44E-04
200649_at	15328.99	2.44E-04
200650_s_at	546968.56	2.44E-04
200651_at	881997.90	2.44E-04
200652_at	119741.93	2.44E-04
200653_s_at	107722.97	2.44E-04
200654_at	328226.90	1.86E-02
200655_s_at	150474.19	2.44E-04
200656_s_at	133031.73	2.44E-04
200657_at	408038.20	2.44E-04
200658_s_at	152740.70	2.44E-04
200659_s_at	55437.17	2.44E-04
200660_at	42968.12	1.22E-03
200661_at	28289.13	2.44E-04
200662_s_at	247218.39	2.44E-04
200663_at	154312.98	2.44E-04
200664_s_at	48340.78	1.22E-03
200665_s_at	4230.18	3.76E-02
200666_s_at	69086.61	2.44E-04
200667_at	66531.74	2.44E-04
200668_s_at	193663.56	2.44E-04
200669_s_at	90327.51	2.44E-04
200670_at	26211.59	2.44E-04
200671_s_at	1486.27	4.32E-01
200672_x_at	5857.30	1.22E-03
200673_at	144210.28	2.44E-04
200674_s_at	785592.06	2.44E-04
200675_at	147155.25	2.44E-04
200676_s_at	11114.55	2.44E-04
200677_at	110887.94	2.44E-04
200678_x_at	41084.60	7.32E-04
200679_x_at	183937.98	2.44E-04
200680_x_at	562815.50	2.44E-04
200681_at	233995.11	2.44E-04
200682_s_at	125110.17	2.44E-04
200683_s_at	55659.19	2.44E-04
200684_s_at	25099.77	2.44E-04
200685_at	12506.00	7.32E-04
200686_s_at	161726.53	7.32E-04
200687_s_at	29333.56	2.44E-04
200688_at	6993.37	3.03E-02
200689_x_at	713199.00	2.44E-04
200690_at	15943.29	1.95E-03
200691_s_at	148054.90	2.44E-04
200692_s_at	96843.36	2.44E-04
200693_at	248200.69	2.44E-04
200694_s_at	69958.23	2.44E-04
200695_at	29347.61	2.44E-04
200696_s_at	36149.16	1.22E-03
200697_at	28451.56	4.15E-03
200698_at	57466.65	2.44E-04
200699_at	19497.23	2.44E-04
200700_s_at	98459.75	2.44E-04
200701_at	123229.64	2.44E-04
200702_s_at	15129.13	2.44E-04
200703_at	169153.28	2.44E-04
200704_at	77369.80	2.44E-04
200705_s_at	601340.80	2.44E-04
200706_s_at	26352.44	7.32E-04
200707_at	50610.62	2.44E-04
200708_at	95189.89	2.44E-04
200709_at	143695.75	2.44E-04
200710_at	35633.03	2.44E-04
200711_s_at	52565.11	2.44E-04
200712_s_at	43151.36	2.44E-04
200713_s_at	124117.17	2.44E-04
200714_x_at	43181.05	2.44E-04
200715_x_at	741400.50	2.44E-04
200716_x_at	1011126.50	2.44E-04
200717_x_at	1114675.00	2.44E-04
200718_s_at	347670.28	2.44E-04
200719_at	3852.11	1.22E-03
200720_s_at	23955.34	2.44E-04
200721_s_at	17601.81	7.32E-04
200722_s_at	78978.01	2.44E-04
200723_s_at	245128.90	2.44E-04
200724_at	1834.31	1.50E-01
200725_x_at	615593.40	2.44E-04
200726_at	231957.10	2.44E-04
200727_s_at	22317.67	7.32E-04
200728_at	70631.18	2.44E-04
200729_s_at	74372.47	2.44E-04
200730_s_at	35551.13	2.44E-04
200731_s_at	30539.06	2.44E-04
200732_s_at	64553.59	2.44E-04
200733_s_at	58192.77	2.44E-04
200734_s_at	39986.81	2.44E-04
200735_x_at	664167.06	2.44E-04
200736_s_at	152058.47	2.44E-04
200737_at	66216.95	7.32E-04
200738_s_at	244763.16	2.44E-04
200739_s_at	11239.55	1.07E-02
200740_s_at	39185.23	2.44E-04
200741_s_at	898714.25	2.44E-04
200742_s_at	21685.26	2.44E-04
200743_s_at	41209.34	2.44E-04
200744_s_at	73737.20	2.44E-04
200745_s_at	110028.66	2.44E-04
200746_s_at	134752.16	2.44E-04
200747_s_at	14948.11	1.86E-02
200748_s_at	496190.60	2.44E-04
200749_at	169259.60	2.44E-04
200750_s_at	436069.06	2.44E-04
200751_s_at	150320.11	2.44E-04
200752_s_at	11257.47	1.95E-03
200753_x_at	86508.56	2.44E-04
200754_x_at	320418.90	2.44E-04
200755_s_at	32807.17	2.44E-04
200756_x_at	16295.10	2.44E-04
200757_s_at	47423.16	7.32E-04
200758_s_at	34620.52	7.32E-04
200759_x_at	49336.53	2.44E-04
200760_s_at	44199.63	2.44E-04
200761_s_at	64524.40	2.44E-04
200762_at	44753.49	2.44E-04
200763_s_at	907385.94	2.44E-04
200764_s_at	52805.13	2.44E-04
200765_x_at	103730.17	2.44E-04
200766_at	7352.76	4.15E-03
200767_s_at	8514.04	2.44E-04
200768_s_at	104742.41	2.44E-04
200769_s_at	28779.89	1.22E-03
200770_s_at	8470.08	2.93E-03
200771_at	25055.39	2.93E-03
200772_x_at	587426.94	2.44E-04
200773_x_at	436948.80	2.44E-04
200774_at	174866.56	2.44E-04
200775_s_at	296497.25	2.44E-04
200776_s_at	130663.09	2.44E-04
200777_s_at	145801.60	2.44E-04
200778_s_at	139269.88	2.44E-04
200779_at	314646.40	2.44E-04
200780_x_at	485910.06	2.44E-04
200781_s_at	745528.06	2.44E-04
200782_at	143949.05	2.44E-04
200783_s_at	32120.99	2.44E-04
200784_s_at	385.23	9.44E-01
200785_s_at	1029.78	1.95E-01
200786_at	154315.38	2.44E-04
200787_s_at	13606.58	2.44E-04
200788_s_at	21864.39	2.44E-04
200789_at	29849.79	1.07E-02
200790_at	306450.50	2.44E-04
200791_s_at	56487.63	2.44E-04
200792_at	315151.25	2.44E-04
200793_s_at	33420.56	7.32E-04
200794_x_at	181762.84	2.44E-04
200795_at	1714.58	1.42E-02
200796_s_at	8208.00	8.06E-03
200797_s_at	83207.81	2.44E-04
200798_x_at	57499.61	2.44E-04
200799_at	365.61	4.32E-01
200800_s_at	39065.22	2.44E-04
200801_x_at	845750.25	2.44E-04
200802_at	118379.17	2.44E-04
200803_s_at	162487.84	2.44E-04
200804_at	156363.14	2.44E-04
200805_at	18507.75	2.44E-04
200806_s_at	466295.00	2.44E-04
200807_s_at	811137.70	2.44E-04
200808_s_at	16167.04	2.44E-04
200809_x_at	941129.06	2.44E-04
200810_s_at	104679.70	2.44E-04
200811_at	49762.93	2.93E-03
200812_at	183918.06	2.44E-04
200813_s_at	13704.66	4.15E-03
200814_at	98516.11	2.44E-04
200815_s_at	16911.47	2.44E-04
200816_s_at	38105.99	2.44E-04
200817_x_at	1085922.60	2.44E-04
200818_at	231326.72	2.44E-04
200819_s_at	786692.44	2.44E-04
200820_at	85046.20	2.44E-04
200821_at	26983.02	1.22E-03
200822_x_at	211340.31	2.44E-04
200823_x_at	737036.80	2.44E-04
200824_at	161214.03	2.44E-04
200825_s_at	51125.35	2.44E-04
200826_at	497157.94	2.44E-04
200827_at	26870.88	1.22E-03
200828_s_at	155787.98	2.44E-04
200829_x_at	99273.58	2.44E-04
200830_at	74273.17	2.44E-04
200831_s_at	81870.52	2.44E-04
200832_s_at	261834.81	2.44E-04
200833_s_at	82642.25	2.44E-04
200834_s_at	824230.50	2.44E-04
200835_s_at	2284.21	3.34E-01
200836_s_at	6827.12	1.71E-01
200837_at	72511.71	2.44E-04
200838_at	70222.24	7.32E-04
200839_s_at	109090.07	2.44E-04
200840_at	353262.60	2.44E-04
200841_s_at	24346.61	2.44E-04
200842_s_at	84062.30	2.44E-04
200843_s_at	64830.30	2.44E-04
200844_s_at	248984.78	2.44E-04
200845_s_at	180541.72	2.44E-04
200846_s_at	97421.30	2.44E-04
200847_s_at	82499.45	2.44E-04
200848_at	34943.48	7.32E-04
200849_s_at	26408.97	7.32E-04
200850_s_at	90712.60	2.44E-04
200851_s_at	61392.47	1.95E-03
200852_x_at	34879.85	8.06E-03
200853_at	474943.47	7.32E-04
200854_at	2781.27	2.44E-04
200855_at	1661.17	2.39E-02
200856_x_at	3560.01	1.22E-03
200857_s_at	2636.72	4.61E-02
200858_s_at	429088.25	2.44E-04
200859_x_at	25477.98	7.32E-04
200860_s_at	75321.45	2.44E-04
200861_at	13886.98	1.95E-03
200862_at	46313.22	2.44E-04
200863_s_at	171905.98	2.44E-04
200864_s_at	25630.06	2.44E-04
200865_at	64.10	9.76E-01
200866_s_at	114029.98	2.44E-04
200867_at	22603.90	2.44E-04
200868_s_at	32708.06	1.22E-03
200869_at	1009933.20	2.44E-04
200870_at	176094.05	2.44E-04
200871_s_at	138567.11	2.44E-04
200872_at	144021.66	2.44E-04
200873_s_at	284732.90	2.44E-04
200874_s_at	12459.54	2.44E-04
200875_s_at	120335.27	2.44E-04
200876_s_at	287691.53	2.44E-04
200877_at	331787.62	2.44E-04
200878_at	24748.61	2.44E-04
200879_s_at	2808.89	4.61E-02
200880_at	61343.07	2.44E-04
200881_s_at	152852.06	2.44E-04
200882_s_at	93139.40	2.44E-04
200883_at	99082.74	2.44E-04
200884_at	57539.50	2.44E-04
200885_at	55039.39	7.32E-04
200886_s_at	242130.28	2.44E-04
200887_s_at	55561.25	2.44E-04
200888_s_at	452635.16	2.44E-04
200889_s_at	46102.66	2.44E-04
200890_s_at	30733.11	2.44E-04
200891_s_at	125924.39	2.44E-04
200892_s_at	95638.43	2.44E-04
200893_at	198331.38	2.44E-04
200894_s_at	29556.50	7.32E-04
200895_s_at	60910.70	2.44E-04
200896_x_at	89077.97	2.44E-04
200897_s_at	111685.63	2.44E-04
200898_s_at	20826.48	2.44E-04
200899_s_at	53431.03	2.44E-04
200900_s_at	29240.95	2.44E-04
200901_s_at	40986.36	7.32E-04
200902_at	118988.34	2.44E-04
200903_s_at	134115.95	2.44E-04
200904_at	16185.72	2.44E-04
200905_x_at	55047.09	2.44E-04
200906_s_at	14298.58	2.44E-04
200907_s_at	83012.27	2.44E-04
200908_s_at	2874.55	9.52E-02
200909_s_at	857743.25	2.44E-04
200910_at	247820.28	2.44E-04
200911_s_at	44407.66	1.07E-02
200912_s_at	412927.90	2.44E-04
200913_at	23372.58	2.44E-04
200914_x_at	26821.65	7.32E-04
200915_x_at	83317.82	2.44E-04
200916_at	42927.66	1.95E-03
200917_s_at	10502.61	3.76E-02
200918_s_at	56707.54	1.95E-03
200919_at	66616.30	4.15E-03
200920_s_at	30269.65	2.44E-04
200921_s_at	33576.82	2.44E-04
200922_at	39186.44	2.44E-04
200923_at	183327.20	1.22E-03
200924_s_at	58305.28	2.44E-04
200925_at	343073.00	2.44E-04
200926_at	1063050.80	2.44E-04
200927_s_at	27973.80	2.44E-04
200928_s_at	1670.03	1.86E-02
200929_at	98040.50	2.44E-04
200930_s_at	673.32	6.01E-01
200931_s_at	105882.20	2.44E-04
200932_s_at	40388.59	7.32E-04
200933_x_at	935804.80	2.44E-04
200934_at	126998.34	2.44E-04
200935_at	13420.32	2.44E-04
200936_at	1092077.00	2.44E-04
200937_s_at	540326.06	2.44E-04
200938_s_at	993.36	2.74E-01
200939_s_at	165.20	8.88E-01
200940_s_at	9583.53	1.22E-03
200941_at	83201.95	2.44E-04
200942_s_at	239047.88	2.44E-04
200943_at	275663.12	2.44E-04
200944_s_at	282624.97	2.44E-04
200945_s_at	30768.56	2.44E-04
200946_x_at	30723.57	2.44E-04
200947_s_at	45988.96	7.32E-04
200948_at	99405.25	2.44E-04
200949_x_at	666150.06	2.44E-04
200950_at	142172.75	2.44E-04
200951_s_at	1386.90	2.46E-01
200952_s_at	544.94	4.66E-01
200953_s_at	178.58	5.00E-01
200954_at	26568.24	1.30E-01
200955_at	78860.88	2.44E-04
200956_s_at	67937.77	2.44E-04
200957_s_at	73839.20	2.44E-04
200958_s_at	106670.56	2.44E-04
200959_at	54907.63	2.44E-04
200960_x_at	138275.89	2.93E-03
200961_at	39869.62	2.44E-04
200962_at	27022.30	1.22E-03
200963_x_at	883878.00	2.44E-04
200964_at	89902.88	2.44E-04
200965_s_at	93955.45	2.44E-04
200966_x_at	295031.20	2.44E-04
200967_at	311872.12	2.44E-04
200968_s_at	186362.83	2.44E-04
200969_at	52140.57	2.44E-04
200970_s_at	41631.99	1.95E-03
200971_s_at	126239.96	2.44E-04
200972_at	101396.04	2.44E-04
200973_s_at	74677.52	2.44E-04
200974_at	6940.83	1.07E-02
200975_at	60091.16	2.44E-04
200976_s_at	38711.91	2.44E-04
200977_s_at	55738.20	2.44E-04
200978_at	226838.66	2.44E-04
200979_at	9974.15	2.44E-04
200980_s_at	59038.23	5.86E-03
200981_x_at	461263.72	2.44E-04
200982_s_at	29403.40	2.44E-04
200983_x_at	59383.96	2.44E-04
200984_s_at	51752.36	2.44E-04
200985_s_at	65678.78	2.44E-04
200986_at	2164.75	5.62E-02
200987_x_at	48020.62	7.32E-04
200988_s_at	9230.35	2.44E-04
200989_at	159827.38	2.44E-04
200990_at	113279.13	7.32E-04
200991_s_at	33913.75	1.95E-03
200992_at	107911.63	2.44E-04
200993_at	96697.03	2.44E-04
200994_at	83098.64	2.44E-04
200995_at	24823.93	1.22E-03
200996_at	122507.74	7.32E-04
200997_at	45303.11	2.44E-04
200998_s_at	15821.45	7.32E-04
200999_s_at	59821.41	2.44E-04
201000_at	100060.55	1.22E-03
201001_s_at	54778.31	2.44E-04
201002_s_at	71740.39	2.44E-04
201003_x_at	51556.16	1.22E-03
201004_at	113978.77	2.44E-04
201005_at	156619.97	2.44E-04
201006_at	5387.90	1.42E-02
201007_at	71613.68	2.44E-04
201008_s_at	214.62	8.50E-01
201009_s_at	1992.43	3.99E-01
201010_s_at	1431.95	1.12E-01
201011_at	71843.90	2.44E-04
201012_at	314415.30	2.44E-04
201013_s_at	201651.84	2.44E-04
201014_s_at	173779.10	2.44E-04
201015_s_at	45170.16	2.44E-04
201016_at	34804.84	7.32E-04
201017_at	31840.17	2.44E-04
201018_at	33919.99	2.44E-04
201019_s_at	62282.39	2.44E-04
201020_at	36781.70	2.44E-04
201021_s_at	156012.88	2.44E-04
201022_s_at	249518.47	2.44E-04
201023_at	39489.68	2.44E-04
201024_x_at	53209.25	2.44E-04
201025_at	9691.62	2.44E-04
201026_at	4643.41	1.07E-02
201027_s_at	18627.91	2.44E-04
201028_s_at	26095.21	2.44E-04
201029_s_at	54647.18	2.44E-04
201030_x_at	647281.00	2.44E-04
201031_s_at	175696.95	2.44E-04
201032_at	25584.53	1.22E-03
201033_x_at	1035546.20	2.44E-04
201034_at	55893.03	2.44E-04
201035_s_at	11242.35	5.86E-03
201036_s_at	23349.61	7.32E-04
201037_at	112887.91	2.44E-04
201038_s_at	25508.32	2.44E-04
201039_s_at	32691.65	2.44E-04
201040_at	11074.41	5.86E-03
201041_s_at	11421.91	7.32E-04
201042_at	6654.24	3.03E-02
201043_s_at	39094.44	2.44E-04
201044_x_at	145.19	6.66E-01
201045_s_at	1725.07	1.71E-01
201046_s_at	49630.82	2.93E-03
201047_x_at	55244.23	2.44E-04
201048_x_at	5056.91	4.61E-02
201049_s_at	1080722.10	2.44E-04
201050_at	17714.39	1.95E-03
201051_at	103580.45	2.44E-04
201052_s_at	39163.96	2.44E-04
201053_s_at	26561.21	1.95E-03
201054_at	195640.64	2.44E-04
201055_s_at	32137.02	2.44E-04
201056_at	9278.07	1.95E-03
201057_s_at	11480.62	7.32E-04
201058_s_at	10585.74	5.86E-03
201059_at	40150.26	2.44E-04
201060_x_at	15276.69	7.32E-04
201061_s_at	13710.66	1.22E-03
201062_at	209.06	8.29E-01
201063_at	65792.01	2.44E-04
