^SAMPLE = GSM1017460
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017460/suppl/GSM1017460_mRNA_3a_281106.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	8155.43	6.62E-04
AFFX-BioB-M_at	12213.26	5.17E-05
AFFX-BioB-3_at	6911.43	2.58E-04
AFFX-BioC-5_at	24404.67	5.17E-05
AFFX-BioC-3_at	32109.18	5.17E-05
AFFX-BioDn-5_at	53579.59	4.43E-05
AFFX-BioDn-3_at	140922.90	1.27E-04
AFFX-CreX-5_at	346414.44	5.17E-05
AFFX-CreX-3_at	407935.12	4.43E-05
AFFX-DapX-5_at	1040.15	4.02E-03
AFFX-DapX-M_at	3858.62	7.62E-03
AFFX-DapX-3_at	4882.71	2.97E-04
AFFX-LysX-5_at	257.43	4.11E-01
AFFX-LysX-M_at	775.57	3.01E-01
AFFX-LysX-3_at	730.82	1.03E-02
AFFX-PheX-5_at	114.17	6.73E-01
AFFX-PheX-M_at	78.29	9.04E-01
AFFX-PheX-3_at	179.48	6.59E-01
AFFX-ThrX-5_at	706.64	3.54E-01
AFFX-ThrX-M_at	733.38	2.39E-01
AFFX-ThrX-3_at	1255.76	7.80E-02
AFFX-TrpnX-5_at	739.23	5.84E-02
AFFX-TrpnX-M_at	39.16	9.91E-01
AFFX-TrpnX-3_at	42.62	8.84E-01
AFFX-r2-Ec-bioB-5_at	13739.90	2.44E-04
AFFX-r2-Ec-bioB-M_at	13646.48	2.44E-04
AFFX-r2-Ec-bioB-3_at	11254.65	2.44E-04
AFFX-r2-Ec-bioC-5_at	35235.24	2.44E-04
AFFX-r2-Ec-bioC-3_at	41029.66	2.44E-04
AFFX-r2-Ec-bioD-5_at	157923.47	2.44E-04
AFFX-r2-Ec-bioD-3_at	197856.11	2.44E-04
AFFX-r2-P1-cre-5_at	503581.20	2.44E-04
AFFX-r2-P1-cre-3_at	722706.90	2.44E-04
AFFX-r2-Bs-dap-5_at	1483.96	1.95E-03
AFFX-r2-Bs-dap-M_at	3601.89	1.95E-03
AFFX-r2-Bs-dap-3_at	4784.53	2.44E-04
AFFX-r2-Bs-lys-5_at	244.32	3.04E-01
AFFX-r2-Bs-lys-M_at	409.23	1.95E-01
AFFX-r2-Bs-lys-3_at	903.44	8.06E-03
AFFX-r2-Bs-phe-5_at	410.67	1.95E-01
AFFX-r2-Bs-phe-M_at	541.13	2.74E-01
AFFX-r2-Bs-phe-3_at	2129.27	4.15E-03
AFFX-r2-Bs-thr-3_s_at	1746.88	1.50E-01
AFFX-r2-Bs-thr-M_s_at	1905.29	9.52E-02
AFFX-r2-Bs-thr-5_s_at	1833.07	1.95E-03
AFFX-HUMISGF3A/M97935_5_at	8101.49	5.81E-04
AFFX-HUMISGF3A/M97935_MA_at	18665.18	1.47E-04
AFFX-HUMISGF3A/M97935_MB_at	18010.77	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	84441.06	4.43E-05
AFFX-HUMRGE/M10098_5_at	134144.08	4.43E-05
AFFX-HUMRGE/M10098_M_at	48813.77	4.43E-05
AFFX-HUMRGE/M10098_3_at	28052.33	8.14E-05
AFFX-HUMGAPDH/M33197_5_at	618956.56	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	659759.90	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	693415.80	4.43E-05
AFFX-HSAC07/X00351_5_at	332796.90	4.43E-05
AFFX-HSAC07/X00351_M_at	408774.34	4.43E-05
AFFX-HSAC07/X00351_3_at	526883.40	4.43E-05
AFFX-M27830_5_at	41217.14	4.43E-05
AFFX-M27830_M_at	67702.90	1.80E-03
AFFX-M27830_3_at	1138.94	4.26E-01
AFFX-hum_alu_at	856906.50	2.61E-13
1007_s_at	55247.71	6.73E-04
1053_at	23259.80	2.19E-04
117_at	971.87	3.21E-01
121_at	14243.98	4.18E-03
1255_g_at	436.86	2.51E-01
1294_at	972.61	2.67E-01
1316_at	1541.31	4.18E-03
1320_at	1417.45	1.17E-01
1405_i_at	73.65	7.84E-01
1431_at	496.03	2.04E-01
1438_at	961.25	3.40E-01
1487_at	13563.64	1.70E-02
1494_f_at	1635.00	7.38E-02
1598_g_at	15973.20	2.62E-03
160020_at	4598.97	1.49E-02
1729_at	8681.30	3.22E-04
1773_at	6560.93	2.47E-02
177_at	1424.18	2.47E-02
179_at	8703.23	9.81E-02
1861_at	7284.22	1.14E-03
200000_s_at	56463.04	2.44E-04
200001_at	73676.66	2.44E-04
200002_at	547487.60	2.44E-04
200003_s_at	692571.20	2.44E-04
200004_at	315733.62	2.44E-04
200005_at	124611.93	2.44E-04
200006_at	296303.90	2.44E-04
200007_at	206045.58	2.44E-04
200008_s_at	109905.74	2.44E-04
200009_at	264416.72	2.44E-04
200010_at	458521.90	2.44E-04
200011_s_at	82732.28	2.44E-04
200012_x_at	556046.00	2.44E-04
200013_at	726405.00	2.44E-04
200014_s_at	122661.31	2.44E-04
200015_s_at	111406.67	7.32E-04
200016_x_at	610993.94	2.44E-04
200017_at	600802.75	2.44E-04
200018_at	699572.44	2.44E-04
200019_s_at	390114.03	2.44E-04
200020_at	88653.36	2.44E-04
200021_at	394241.25	7.32E-04
200022_at	510038.84	2.44E-04
200023_s_at	266696.72	2.44E-04
200024_at	455727.80	2.44E-04
200025_s_at	619543.30	2.44E-04
200026_at	463066.28	2.44E-04
200027_at	142491.20	2.44E-04
200028_s_at	161923.70	2.44E-04
200029_at	498418.72	2.44E-04
200030_s_at	519603.50	2.44E-04
200031_s_at	580462.40	2.44E-04
200032_s_at	626669.70	2.44E-04
200033_at	245715.55	2.44E-04
200034_s_at	494820.10	2.44E-04
200035_at	12358.91	1.07E-02
200036_s_at	373353.75	2.44E-04
200037_s_at	285841.90	2.44E-04
200038_s_at	639308.94	2.44E-04
200039_s_at	139234.95	2.44E-04
200040_at	155702.34	2.44E-04
200041_s_at	205120.03	2.44E-04
200042_at	58312.34	2.44E-04
200043_at	390142.97	2.44E-04
200044_at	121326.87	2.44E-04
200045_at	36302.48	2.44E-04
200046_at	105970.38	2.44E-04
200047_s_at	172755.42	2.44E-04
200048_s_at	174445.34	2.44E-04
200049_at	24074.94	2.44E-04
200050_at	63752.40	7.32E-04
200051_at	9342.90	7.32E-04
200052_s_at	118561.02	2.44E-04
200053_at	31078.92	7.32E-04
200054_at	32977.20	2.44E-04
200055_at	46934.66	2.44E-04
200056_s_at	54046.37	2.44E-04
200057_s_at	257293.34	2.44E-04
200058_s_at	92632.11	2.44E-04
200059_s_at	215098.60	2.44E-04
200060_s_at	164266.69	2.44E-04
200061_s_at	682919.56	2.44E-04
200062_s_at	557571.44	2.44E-04
200063_s_at	627473.44	2.44E-04
200064_at	381500.40	2.44E-04
200065_s_at	149575.95	2.44E-04
200066_at	46631.28	2.44E-04
200067_x_at	111876.06	2.44E-04
200068_s_at	250223.61	2.44E-04
200069_at	22966.81	7.32E-04
200070_at	14685.45	5.86E-03
200071_at	80935.14	2.44E-04
200072_s_at	139256.38	2.44E-04
200073_s_at	203174.80	2.44E-04
200074_s_at	271333.80	2.44E-04
200075_s_at	13163.23	2.44E-04
200076_s_at	19249.90	7.32E-04
200077_s_at	439064.30	2.44E-04
200078_s_at	49693.47	2.44E-04
200079_s_at	133697.16	2.44E-04
200080_s_at	409137.66	2.44E-04
200081_s_at	615088.94	2.44E-04
200082_s_at	601366.60	2.44E-04
200083_at	72107.31	7.32E-04
200084_at	149382.97	2.44E-04
200085_s_at	101403.61	2.44E-04
200086_s_at	226508.23	2.44E-04
200087_s_at	231607.25	2.44E-04
200088_x_at	723965.25	2.44E-04
200089_s_at	461396.60	2.44E-04
200090_at	171500.36	7.32E-04
200091_s_at	415378.90	2.44E-04
200092_s_at	664077.40	2.44E-04
200093_s_at	224862.58	2.44E-04
200094_s_at	254138.14	2.44E-04
200095_x_at	817233.50	2.44E-04
200096_s_at	153367.95	2.44E-04
200097_s_at	132314.23	2.44E-04
200098_s_at	97588.47	2.44E-04
200099_s_at	745650.70	2.44E-04
200593_s_at	62299.04	2.44E-04
200594_x_at	152626.66	2.44E-04
200595_s_at	120417.71	2.44E-04
200596_s_at	29084.73	7.32E-04
200597_at	13143.50	7.32E-04
200598_s_at	99909.48	2.44E-04
200599_s_at	250467.66	2.44E-04
200600_at	417.48	3.04E-01
200601_at	43116.86	1.95E-03
200602_at	45263.00	2.44E-04
200603_at	87076.37	2.44E-04
200604_s_at	27617.81	2.44E-04
200605_s_at	49931.42	2.44E-04
200606_at	176520.80	2.44E-04
200607_s_at	25953.15	7.32E-04
200608_s_at	102424.06	2.44E-04
200609_s_at	68730.07	1.22E-03
200610_s_at	190026.40	2.44E-04
200611_s_at	62178.66	2.44E-04
200612_s_at	35021.70	2.44E-04
200613_at	77537.84	7.32E-04
200614_at	221908.00	2.44E-04
200615_s_at	16709.09	7.32E-04
200616_s_at	56268.63	7.32E-04
200617_at	30689.44	2.44E-04
200618_at	49044.20	2.44E-04
200619_at	22030.58	1.42E-02
200620_at	73266.48	2.44E-04
200621_at	30095.19	7.32E-04
200622_x_at	31374.06	2.44E-04
200623_s_at	28653.28	2.44E-04
200624_s_at	125135.70	2.44E-04
200625_s_at	73137.81	2.44E-04
200626_s_at	241280.88	2.44E-04
200627_at	395254.25	2.44E-04
200628_s_at	10560.06	1.71E-01
200629_at	17428.27	2.44E-04
200630_x_at	107530.27	2.44E-04
200631_s_at	188115.36	2.44E-04
200632_s_at	19670.17	2.44E-04
200633_at	743837.75	2.44E-04
200634_at	188707.60	2.44E-04
200635_s_at	7218.64	7.32E-04
200636_s_at	38381.09	1.95E-03
200637_s_at	4577.14	2.93E-03
200638_s_at	129293.17	2.44E-04
200639_s_at	69538.94	2.44E-04
200640_at	112733.14	2.44E-04
200641_s_at	78335.48	2.44E-04
200642_at	314242.40	2.44E-04
200643_at	8505.29	7.32E-04
200644_at	144106.42	2.44E-04
200645_at	113865.59	2.44E-04
200646_s_at	6401.02	1.22E-03
200647_x_at	167213.66	2.44E-04
200648_s_at	47288.12	2.44E-04
200649_at	10764.89	7.32E-04
200650_s_at	390694.20	2.44E-04
200651_at	850639.40	2.44E-04
200652_at	121591.64	2.44E-04
200653_s_at	158843.08	2.44E-04
200654_at	191469.16	1.42E-02
200655_s_at	181025.05	2.44E-04
200656_s_at	69938.97	2.44E-04
200657_at	376641.90	2.44E-04
200658_s_at	285663.03	2.44E-04
200659_s_at	61686.82	2.44E-04
200660_at	40481.35	2.93E-03
200661_at	73031.61	2.44E-04
200662_s_at	160669.05	2.44E-04
200663_at	221928.77	2.44E-04
200664_s_at	18496.39	5.86E-03
200665_s_at	776.00	3.34E-01
200666_s_at	36548.24	2.44E-04
200667_at	68416.01	2.44E-04
200668_s_at	144542.48	2.44E-04
200669_s_at	70739.48	2.44E-04
200670_at	61221.31	2.44E-04
200671_s_at	1103.57	3.99E-01
200672_x_at	6599.36	7.32E-04
200673_at	156797.06	2.44E-04
200674_s_at	500527.00	2.44E-04
200675_at	149852.53	2.44E-04
200676_s_at	7303.67	2.44E-04
200677_at	246753.34	2.44E-04
200678_x_at	24768.34	4.15E-03
200679_x_at	164273.84	2.44E-04
200680_x_at	471609.40	2.44E-04
200681_at	256374.45	2.44E-04
200682_s_at	123555.60	2.44E-04
200683_s_at	41125.99	2.44E-04
200684_s_at	19471.63	2.44E-04
200685_at	15732.01	7.32E-04
200686_s_at	159479.16	2.44E-04
200687_s_at	48809.67	2.44E-04
200688_at	5281.31	3.03E-02
200689_x_at	571514.06	2.44E-04
200690_at	30099.45	1.22E-03
200691_s_at	205791.33	2.44E-04
200692_s_at	116154.67	2.44E-04
200693_at	294372.62	2.44E-04
200694_s_at	47965.27	2.44E-04
200695_at	16742.19	7.32E-04
200696_s_at	39443.18	1.22E-03
200697_at	4685.74	6.76E-02
200698_at	205613.89	2.44E-04
200699_at	99016.56	2.44E-04
200700_s_at	138931.81	2.44E-04
200701_at	181389.69	2.44E-04
200702_s_at	11883.17	1.95E-03
200703_at	275469.06	2.44E-04
200704_at	28117.70	2.44E-04
200705_s_at	641273.20	2.44E-04
200706_s_at	11644.79	1.95E-03
200707_at	17836.46	2.44E-04
200708_at	93134.14	2.44E-04
200709_at	109664.78	2.44E-04
200710_at	17821.49	5.86E-03
200711_s_at	79308.33	2.44E-04
200712_s_at	92587.87	2.44E-04
200713_s_at	246298.69	2.44E-04
200714_x_at	54331.07	2.44E-04
200715_x_at	331276.50	2.44E-04
200716_x_at	707315.60	2.44E-04
200717_x_at	793447.30	2.44E-04
200718_s_at	503006.50	2.44E-04
200719_at	10353.47	2.44E-04
200720_s_at	16515.17	2.44E-04
200721_s_at	6967.28	1.07E-02
200722_s_at	40458.37	2.44E-04
200723_s_at	165158.30	2.44E-04
200724_at	1053.46	3.34E-01
200725_x_at	413370.10	2.44E-04
200726_at	321184.53	2.44E-04
200727_s_at	32679.87	7.32E-04
200728_at	113247.63	2.44E-04
200729_s_at	113451.52	2.44E-04
200730_s_at	35638.11	2.44E-04
200731_s_at	24994.35	2.44E-04
200732_s_at	44291.68	2.44E-04
200733_s_at	107237.11	7.32E-04
200734_s_at	71613.23	2.44E-04
200735_x_at	527554.50	2.44E-04
200736_s_at	59532.32	2.44E-04
200737_at	75455.78	7.32E-04
200738_s_at	267623.06	2.44E-04
200739_s_at	26460.83	2.44E-04
200740_s_at	184258.92	2.44E-04
200741_s_at	710312.00	2.44E-04
200742_s_at	11736.96	2.44E-04
200743_s_at	36753.41	2.44E-04
200744_s_at	51935.99	2.44E-04
200745_s_at	58482.64	2.44E-04
200746_s_at	57223.24	1.95E-03
200747_s_at	13654.62	5.86E-03
200748_s_at	288740.72	2.44E-04
200749_at	95115.13	2.44E-04
200750_s_at	411975.50	2.44E-04
200751_s_at	102837.25	2.44E-04
200752_s_at	6981.78	1.42E-02
200753_x_at	89750.80	2.44E-04
200754_x_at	271763.94	2.44E-04
200755_s_at	34852.81	2.44E-04
200756_x_at	19704.14	1.22E-03
200757_s_at	36396.14	2.44E-04
200758_s_at	31082.68	1.95E-03
200759_x_at	41892.43	2.44E-04
200760_s_at	38004.22	2.44E-04
200761_s_at	65145.22	2.44E-04
200762_at	99717.70	2.44E-04
200763_s_at	666794.40	2.44E-04
200764_s_at	54957.62	2.44E-04
200765_x_at	138167.75	2.44E-04
200766_at	9668.70	1.22E-03
200767_s_at	3296.08	1.07E-02
200768_s_at	74385.38	2.44E-04
200769_s_at	15225.68	2.93E-03
200770_s_at	32775.36	2.44E-04
200771_at	78279.61	2.44E-04
200772_x_at	235034.92	2.44E-04
200773_x_at	272942.44	2.44E-04
200774_at	65201.52	2.44E-04
200775_s_at	242414.48	2.44E-04
200776_s_at	107363.18	2.44E-04
200777_s_at	142311.88	2.44E-04
200778_s_at	48851.07	2.44E-04
200779_at	185658.34	2.44E-04
200780_x_at	508306.53	2.44E-04
200781_s_at	573945.30	2.44E-04
200782_at	130419.24	2.44E-04
200783_s_at	24026.95	2.44E-04
200784_s_at	619.53	3.99E-01
200785_s_at	1387.17	5.68E-01
200786_at	178066.77	2.44E-04
200787_s_at	11743.82	2.44E-04
200788_s_at	25290.52	2.44E-04
200789_at	69917.70	5.86E-03
200790_at	332583.94	2.44E-04
200791_s_at	27638.19	2.44E-04
200792_at	182711.61	2.44E-04
200793_s_at	45346.20	7.32E-04
200794_x_at	219713.11	2.44E-04
200795_at	883.68	4.61E-02
200796_s_at	3912.53	1.42E-02
200797_s_at	65555.10	7.32E-04
200798_x_at	35904.14	2.44E-04
200799_at	157646.78	2.44E-04
200800_s_at	47115.92	2.44E-04
200801_x_at	634086.56	2.44E-04
200802_at	86875.67	2.44E-04
200803_s_at	236344.22	2.44E-04
200804_at	155805.70	2.44E-04
200805_at	43469.84	2.44E-04
200806_s_at	496130.28	2.44E-04
200807_s_at	837938.80	2.44E-04
200808_s_at	6143.33	5.86E-03
200809_x_at	654452.00	2.44E-04
200810_s_at	68719.93	2.44E-04
200811_at	34328.79	5.86E-03
200812_at	231011.45	2.44E-04
200813_s_at	12487.06	2.93E-03
200814_at	80142.98	2.44E-04
200815_s_at	47491.62	2.44E-04
200816_s_at	52459.96	7.32E-04
200817_x_at	866155.20	2.44E-04
200818_at	277628.06	2.44E-04
200819_s_at	597710.75	2.44E-04
200820_at	73685.27	2.44E-04
200821_at	55448.47	7.32E-04
200822_x_at	257660.61	2.44E-04
200823_x_at	429301.20	2.44E-04
200824_at	227893.05	2.44E-04
200825_s_at	40602.73	2.44E-04
200826_at	248598.20	2.44E-04
200827_at	15475.97	7.32E-04
200828_s_at	147468.23	2.44E-04
200829_x_at	115771.54	2.44E-04
200830_at	102358.82	2.44E-04
200831_s_at	68235.90	2.44E-04
200832_s_at	256877.27	2.44E-04
200833_s_at	136191.61	2.44E-04
200834_s_at	812319.44	2.44E-04
200835_s_at	557.25	6.01E-01
200836_s_at	3232.82	2.19E-01
200837_at	71361.55	2.44E-04
200838_at	84240.00	1.22E-03
200839_s_at	116446.77	2.44E-04
200840_at	435704.16	2.44E-04
200841_s_at	9805.27	2.44E-04
200842_s_at	68765.07	2.44E-04
200843_s_at	41280.24	2.44E-04
200844_s_at	275490.78	2.44E-04
200845_s_at	224544.95	2.44E-04
200846_s_at	151692.73	2.44E-04
200847_s_at	107409.88	2.44E-04
200848_at	25790.34	2.44E-04
200849_s_at	24218.23	2.44E-04
200850_s_at	59373.60	2.44E-04
200851_s_at	92133.52	7.32E-04
200852_x_at	27352.07	5.86E-03
200853_at	334894.00	2.44E-04
200854_at	11945.88	2.44E-04
200855_at	3640.43	2.39E-02
200856_x_at	5647.32	2.44E-04
200857_s_at	7964.25	4.15E-03
200858_s_at	367865.90	2.44E-04
200859_x_at	14383.11	1.22E-03
200860_s_at	86891.63	2.44E-04
200861_at	18773.53	1.95E-03
200862_at	136628.27	2.44E-04
200863_s_at	145281.83	2.44E-04
200864_s_at	19338.91	2.44E-04
200865_at	184.35	6.66E-01
200866_s_at	111187.77	1.22E-03
200867_at	40208.86	2.44E-04
200868_s_at	62977.46	2.44E-04
200869_at	653342.10	2.44E-04
200870_at	265529.84	2.44E-04
200871_s_at	210289.00	2.44E-04
200872_at	562043.80	2.44E-04
200873_s_at	269271.06	2.44E-04
200874_s_at	14687.22	2.44E-04
200875_s_at	107947.51	2.44E-04
200876_s_at	258047.23	2.44E-04
200877_at	398737.90	2.44E-04
200878_at	17943.57	2.44E-04
200879_s_at	926.37	1.30E-01
200880_at	77007.28	2.44E-04
200881_s_at	132114.08	2.44E-04
200882_s_at	112402.30	2.44E-04
200883_at	158168.36	2.44E-04
200884_at	95235.57	2.44E-04
200885_at	54388.97	1.22E-03
200886_s_at	249274.83	2.44E-04
200887_s_at	158183.08	2.44E-04
200888_s_at	427842.06	2.44E-04
200889_s_at	46701.09	2.44E-04
200890_s_at	21771.21	2.44E-04
200891_s_at	143993.75	2.44E-04
200892_s_at	110600.15	2.44E-04
200893_at	227668.38	2.44E-04
200894_s_at	23274.46	1.86E-02
200895_s_at	40228.35	2.44E-04
200896_x_at	111741.54	2.44E-04
200897_s_at	1984.50	1.86E-02
200898_s_at	9186.07	4.15E-03
200899_s_at	21891.64	2.44E-04
200900_s_at	37252.02	2.44E-04
200901_s_at	55347.26	2.44E-04
200902_at	122695.20	2.44E-04
200903_s_at	237337.39	2.44E-04
200904_at	5379.82	1.95E-03
200905_x_at	30807.35	2.44E-04
200906_s_at	217.85	6.34E-01
200907_s_at	407.66	6.96E-01
200908_s_at	2801.75	4.61E-02
200909_s_at	586549.60	2.44E-04
200910_at	165235.16	2.44E-04
200911_s_at	35861.34	1.42E-02
200912_s_at	409491.94	2.44E-04
200913_at	22265.46	2.44E-04
200914_x_at	29007.50	2.44E-04
200915_x_at	105306.13	2.44E-04
200916_at	86740.66	1.95E-03
200917_s_at	8505.59	6.76E-02
200918_s_at	62985.14	1.22E-03
200919_at	32872.84	1.42E-02
200920_s_at	32965.00	2.44E-04
200921_s_at	28818.37	2.44E-04
200922_at	29666.02	2.44E-04
200923_at	62003.91	2.93E-03
200924_s_at	55738.90	7.32E-04
200925_at	426774.40	2.44E-04
200926_at	883948.06	2.44E-04
200927_s_at	24411.65	2.44E-04
200928_s_at	2062.59	2.44E-04
200929_at	80104.70	2.44E-04
200930_s_at	178.54	6.34E-01
200931_s_at	33757.03	2.44E-04
200932_s_at	34830.84	7.32E-04
200933_x_at	707875.40	2.44E-04
200934_at	229155.83	2.44E-04
200935_at	13910.53	2.44E-04
200936_at	555178.40	2.44E-04
200937_s_at	457148.60	2.44E-04
200938_s_at	102.72	7.54E-01
200939_s_at	438.24	5.34E-01
200940_s_at	9715.10	7.32E-04
200941_at	53057.09	2.44E-04
200942_s_at	141619.58	2.44E-04
200943_at	122102.88	2.44E-04
200944_s_at	300381.25	2.44E-04
200945_s_at	60427.86	2.44E-04
200946_x_at	127770.88	2.44E-04
200947_s_at	148652.73	2.44E-04
200948_at	71525.36	2.44E-04
200949_x_at	379486.50	2.44E-04
200950_at	116823.68	2.44E-04
200951_s_at	5023.89	2.93E-03
200952_s_at	2471.48	1.86E-02
200953_s_at	25727.42	7.32E-04
200954_at	27131.02	8.06E-02
200955_at	94672.59	2.44E-04
200956_s_at	22459.01	2.44E-04
200957_s_at	42711.27	2.44E-04
200958_s_at	67194.93	2.44E-04
200959_at	68042.31	2.44E-04
200960_x_at	126580.64	2.93E-03
200961_at	65893.63	2.44E-04
200962_at	34101.67	7.32E-04
200963_x_at	778634.20	2.44E-04
200964_at	41642.09	2.44E-04
200965_s_at	22269.91	2.44E-04
200966_x_at	240020.10	2.44E-04
200967_at	322197.10	2.44E-04
200968_s_at	157989.58	2.44E-04
200969_at	63798.91	2.44E-04
200970_s_at	70076.68	1.95E-03
200971_s_at	197965.33	2.44E-04
200972_at	131278.80	2.44E-04
200973_s_at	60727.40	2.44E-04
200974_at	765.36	2.74E-01
200975_at	182128.69	2.44E-04
200976_s_at	42999.31	2.44E-04
200977_s_at	72834.90	2.44E-04
200978_at	207286.70	2.44E-04
200979_at	16752.63	2.44E-04
200980_s_at	86389.83	2.93E-03
200981_x_at	466040.00	2.44E-04
200982_s_at	19716.43	2.44E-04
200983_x_at	49287.03	2.44E-04
200984_s_at	43147.18	2.44E-04
200985_s_at	38083.29	2.44E-04
200986_at	1918.30	4.61E-02
200987_x_at	23638.86	2.44E-04
200988_s_at	5528.95	2.44E-04
200989_at	141025.97	2.44E-04
200990_at	57461.35	7.32E-04
200991_s_at	36315.54	1.22E-03
200992_at	82479.84	2.44E-04
200993_at	93035.08	2.44E-04
200994_at	89752.86	2.44E-04
200995_at	42401.96	1.22E-03
200996_at	189424.38	2.44E-04
200997_at	84489.46	2.44E-04
200998_s_at	28229.36	2.44E-04
200999_s_at	43488.91	2.44E-04
201000_at	73044.15	1.22E-03
201001_s_at	141439.88	2.44E-04
201002_s_at	169178.89	2.44E-04
201003_x_at	42812.63	2.44E-04
201004_at	134854.90	2.44E-04
201005_at	100253.49	2.44E-04
201006_at	6539.37	1.07E-02
201007_at	102520.74	2.44E-04
201008_s_at	36278.48	2.44E-04
201009_s_at	28057.82	2.44E-04
201010_s_at	56011.89	2.44E-04
201011_at	108380.86	2.44E-04
201012_at	3239.14	7.32E-04
201013_s_at	152584.06	2.44E-04
201014_s_at	124867.93	2.44E-04
201015_s_at	50062.95	2.44E-04
201016_at	58955.87	2.44E-04
201017_at	39850.52	2.44E-04
201018_at	54935.59	2.44E-04
201019_s_at	128744.64	2.44E-04
201020_at	18825.68	2.44E-04
201021_s_at	165487.16	2.44E-04
201022_s_at	222239.58	2.44E-04
201023_at	81311.04	2.44E-04
201024_x_at	46475.90	2.44E-04
201025_at	14684.54	2.44E-04
201026_at	6721.07	1.42E-02
201027_s_at	16688.87	1.22E-03
201028_s_at	155461.81	2.44E-04
201029_s_at	266766.10	2.44E-04
201030_x_at	635938.80	2.44E-04
201031_s_at	123889.51	2.44E-04
201032_at	54258.27	7.32E-04
201033_x_at	711212.56	2.44E-04
201034_at	191241.39	2.44E-04
201035_s_at	16247.25	1.95E-03
201036_s_at	44720.08	2.44E-04
201037_at	57933.55	2.44E-04
201038_s_at	30370.45	2.44E-04
201039_s_at	12352.78	7.32E-04
201040_at	5504.98	1.07E-02
201041_s_at	20478.07	2.44E-04
201042_at	9551.11	4.15E-03
201043_s_at	42232.80	2.44E-04
201044_x_at	1103.37	3.34E-01
201045_s_at	1220.67	3.04E-01
201046_s_at	17918.83	1.86E-02
201047_x_at	64674.63	2.44E-04
201048_x_at	5140.51	3.03E-02
201049_s_at	741609.75	2.44E-04
201050_at	5511.14	3.76E-02
201051_at	96992.61	2.44E-04
201052_s_at	44374.79	2.44E-04
201053_s_at	51062.28	1.22E-03
201054_at	169159.34	2.44E-04
201055_s_at	38899.33	2.44E-04
201056_at	8619.66	2.93E-03
201057_s_at	15028.65	2.44E-04
201058_s_at	48799.01	7.32E-04
201059_at	58087.91	2.44E-04
201060_x_at	25519.48	7.32E-04
201061_s_at	27417.11	2.44E-04
201062_at	58.86	8.50E-01
201063_at	47700.21	2.44E-04
201064_s_at	67510.53	2.44E-04
201065_s_at	57160.37	7.32E-04
