^SAMPLE = GSM1017486
AFFX-BioB-5_at	11103.94	7.54E-04
AFFX-BioB-M_at	14414.64	4.43E-05
AFFX-BioB-3_at	10700.16	6.02E-05
AFFX-BioC-5_at	30999.76	5.17E-05
AFFX-BioC-3_at	40324.79	5.17E-05
AFFX-BioDn-5_at	66674.95	4.43E-05
AFFX-BioDn-3_at	168029.40	8.14E-05
AFFX-CreX-5_at	395784.44	4.43E-05
AFFX-CreX-3_at	487597.66	4.43E-05
AFFX-DapX-5_at	13090.24	5.17E-05
AFFX-DapX-M_at	30225.45	5.81E-04
AFFX-DapX-3_at	33749.08	5.17E-05
AFFX-LysX-5_at	1808.84	1.27E-04
AFFX-LysX-M_at	2479.22	5.02E-02
AFFX-LysX-3_at	6254.25	6.02E-05
AFFX-PheX-5_at	2797.30	1.27E-04
AFFX-PheX-M_at	2979.82	1.25E-03
AFFX-PheX-3_at	4240.64	1.95E-04
AFFX-ThrX-5_at	3776.22	9.72E-04
AFFX-ThrX-M_at	5244.54	3.40E-04
AFFX-ThrX-3_at	8604.13	1.27E-04
AFFX-TrpnX-5_at	902.49	3.10E-02
AFFX-TrpnX-M_at	78.31	9.37E-01
AFFX-TrpnX-3_at	145.77	4.26E-01
AFFX-r2-Ec-bioB-5_at	16944.44	2.44E-04
AFFX-r2-Ec-bioB-M_at	18805.29	2.44E-04
AFFX-r2-Ec-bioB-3_at	16218.03	2.44E-04
AFFX-r2-Ec-bioC-5_at	42869.90	2.44E-04
AFFX-r2-Ec-bioC-3_at	56563.79	2.44E-04
AFFX-r2-Ec-bioD-5_at	190110.23	2.44E-04
AFFX-r2-Ec-bioD-3_at	250375.98	2.44E-04
AFFX-r2-P1-cre-5_at	609112.80	2.44E-04
AFFX-r2-P1-cre-3_at	906287.94	2.44E-04
AFFX-r2-Bs-dap-5_at	15253.80	2.44E-04
AFFX-r2-Bs-dap-M_at	35737.30	7.32E-04
AFFX-r2-Bs-dap-3_at	39887.75	2.44E-04
AFFX-r2-Bs-lys-5_at	2940.64	2.44E-04
AFFX-r2-Bs-lys-M_at	2709.02	2.44E-04
AFFX-r2-Bs-lys-3_at	4251.14	2.44E-04
AFFX-r2-Bs-phe-5_at	3077.55	2.44E-04
AFFX-r2-Bs-phe-M_at	3955.98	2.44E-04
AFFX-r2-Bs-phe-3_at	8089.67	1.95E-03
AFFX-r2-Bs-thr-3_s_at	13293.87	1.22E-03
AFFX-r2-Bs-thr-M_s_at	10807.85	4.15E-03
AFFX-r2-Bs-thr-5_s_at	3892.10	7.32E-04
AFFX-HUMISGF3A/M97935_5_at	3269.65	1.25E-03
AFFX-HUMISGF3A/M97935_MA_at	6136.53	2.87E-03
AFFX-HUMISGF3A/M97935_MB_at	4956.34	5.17E-05
AFFX-HUMISGF3A/M97935_3_at	17392.34	8.14E-05
AFFX-HUMRGE/M10098_5_at	659655.44	4.43E-05
AFFX-HUMRGE/M10098_M_at	559816.80	4.43E-05
AFFX-HUMRGE/M10098_3_at	616300.10	4.43E-05
AFFX-HUMGAPDH/M33197_5_at	629604.06	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	665813.40	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	667760.56	4.43E-05
AFFX-HSAC07/X00351_5_at	341326.44	4.43E-05
AFFX-HSAC07/X00351_M_at	463255.40	4.43E-05
AFFX-HSAC07/X00351_3_at	628237.70	4.43E-05
AFFX-M27830_5_at	127015.50	4.43E-05
AFFX-M27830_M_at	124772.82	1.41E-03
AFFX-M27830_3_at	692.06	4.85E-01
AFFX-hum_alu_at	1134589.90	2.61E-13
1007_s_at	115034.34	2.19E-04
1053_at	4754.99	4.18E-03
117_at	1531.42	7.38E-02
121_at	10775.66	1.93E-02
1255_g_at	329.02	3.78E-01
1294_at	3602.67	9.99E-03
1316_at	1777.65	4.18E-03
1320_at	1530.55	1.76E-01
1405_i_at	247.63	6.11E-01
1431_at	129.71	4.38E-01
1438_at	15758.49	1.89E-03
1487_at	25974.18	7.54E-03
1494_f_at	2135.35	8.94E-02
1598_g_at	47171.51	2.66E-04
160020_at	23289.33	1.14E-03
1729_at	13225.14	2.66E-04
1773_at	5100.44	7.54E-03
177_at	2316.12	1.35E-03
179_at	11793.92	3.52E-02
1861_at	7621.86	5.64E-03
200000_s_at	65410.59	2.44E-04
200001_at	90470.92	2.44E-04
200002_at	398127.03	2.44E-04
200003_s_at	624348.06	2.44E-04
200004_at	268755.00	2.44E-04
200005_at	123095.82	2.44E-04
200006_at	306298.12	2.44E-04
200007_at	122239.55	2.44E-04
200008_s_at	82909.34	2.44E-04
200009_at	171060.64	2.44E-04
200010_at	450915.44	2.44E-04
200011_s_at	48936.02	2.44E-04
200012_x_at	492582.03	2.44E-04
200013_at	491008.50	2.44E-04
200014_s_at	113171.25	2.44E-04
200015_s_at	170146.84	7.32E-04
200016_x_at	507747.47	2.44E-04
200017_at	490079.94	2.44E-04
200018_at	585248.56	2.44E-04
200019_s_at	343769.20	2.44E-04
200020_at	66766.02	2.44E-04
200021_at	430609.40	2.93E-03
200022_at	602668.40	2.44E-04
200023_s_at	171455.89	2.44E-04
200024_at	570095.94	2.44E-04
200025_s_at	608762.30	2.44E-04
200026_at	449773.30	2.44E-04
200027_at	153722.25	2.44E-04
200028_s_at	91222.93	2.44E-04
200029_at	442965.22	2.44E-04
200030_s_at	417678.56	2.44E-04
200031_s_at	607619.25	2.44E-04
200032_s_at	658590.10	2.44E-04
200033_at	319979.53	2.44E-04
200034_s_at	467990.22	2.44E-04
200035_at	17935.63	5.86E-03
200036_s_at	359016.62	2.44E-04
200037_s_at	98312.92	2.44E-04
200038_s_at	631542.30	2.44E-04
200039_s_at	130274.37	2.44E-04
200040_at	83909.13	2.44E-04
200041_s_at	200708.11	2.44E-04
200042_at	32300.17	2.44E-04
200043_at	165805.66	2.44E-04
200044_at	43870.84	2.44E-04
200045_at	28063.34	2.44E-04
200046_at	87044.50	2.44E-04
200047_s_at	81559.67	2.44E-04
200048_s_at	225198.61	2.44E-04
200049_at	10003.08	2.44E-04
200050_at	55476.09	2.44E-04
200051_at	7110.03	1.95E-03
200052_s_at	78018.27	2.44E-04
200053_at	42699.18	7.32E-04
200054_at	14126.88	2.44E-04
200055_at	30737.51	2.44E-04
200056_s_at	15968.74	2.44E-04
200057_s_at	179359.53	2.44E-04
200058_s_at	75557.87	2.44E-04
200059_s_at	221502.11	2.44E-04
200060_s_at	54013.54	2.44E-04
200061_s_at	647102.20	2.44E-04
200062_s_at	584063.25	2.44E-04
200063_s_at	595727.60	2.44E-04
200064_at	333267.80	2.44E-04
200065_s_at	184820.66	2.44E-04
200066_at	35596.37	2.44E-04
200067_x_at	59822.08	2.44E-04
200068_s_at	404369.78	2.44E-04
200069_at	15031.69	2.44E-04
200070_at	9293.06	1.86E-02
200071_at	74413.57	2.44E-04
200072_s_at	94709.78	2.44E-04
200073_s_at	95522.05	2.44E-04
200074_s_at	294003.78	2.44E-04
200075_s_at	67406.20	2.44E-04
200076_s_at	14484.89	7.32E-04
200077_s_at	333333.20	2.44E-04
200078_s_at	62217.52	2.44E-04
200079_s_at	96352.83	2.44E-04
200080_s_at	430752.60	2.44E-04
200081_s_at	693316.10	2.44E-04
200082_s_at	574612.56	2.44E-04
200083_at	55871.11	7.32E-04
200084_at	76105.84	2.44E-04
200085_s_at	123105.77	2.44E-04
200086_s_at	232489.78	2.44E-04
200087_s_at	150641.89	2.44E-04
200088_x_at	562787.90	2.44E-04
200089_s_at	348742.75	2.44E-04
200090_at	113893.52	7.32E-04
200091_s_at	338769.50	2.44E-04
200092_s_at	560976.44	2.44E-04
200093_s_at	209738.25	2.44E-04
200094_s_at	318505.94	2.44E-04
200095_x_at	652011.40	2.44E-04
200096_s_at	225165.58	2.44E-04
200097_s_at	163692.22	2.44E-04
200098_s_at	106925.70	2.44E-04
200099_s_at	719779.25	2.44E-04
200593_s_at	44204.22	2.44E-04
200594_x_at	123725.57	2.44E-04
200595_s_at	144128.73	2.44E-04
200596_s_at	48511.25	2.44E-04
200597_at	11633.18	2.44E-04
200598_s_at	150577.02	2.44E-04
200599_s_at	273364.44	2.44E-04
200600_at	98733.09	2.44E-04
200601_at	79140.44	2.44E-04
200602_at	108435.86	2.44E-04
200603_at	163477.39	2.44E-04
200604_s_at	25562.34	2.44E-04
200605_s_at	105414.37	2.44E-04
200606_at	516440.78	2.44E-04
200607_s_at	40904.40	7.32E-04
200608_s_at	103394.06	2.44E-04
200609_s_at	86293.74	2.44E-04
200610_s_at	189481.84	2.44E-04
200611_s_at	69067.34	2.44E-04
200612_s_at	70473.02	2.44E-04
200613_at	66644.54	2.44E-04
200614_at	278560.12	2.44E-04
200615_s_at	27033.47	2.44E-04
200616_s_at	34150.67	7.32E-04
200617_at	23834.85	2.44E-04
200618_at	67009.25	7.32E-04
200619_at	16449.26	2.39E-02
200620_at	237620.58	2.44E-04
200621_at	46942.30	2.44E-04
200622_x_at	11873.42	4.15E-03
200623_s_at	8122.17	8.06E-03
200624_s_at	97442.34	2.44E-04
200625_s_at	87934.80	2.44E-04
200626_s_at	176706.30	2.44E-04
200627_at	265722.53	2.44E-04
200628_s_at	12022.10	1.71E-01
200629_at	15706.94	2.44E-04
200630_x_at	137695.11	2.44E-04
200631_s_at	176287.77	2.44E-04
200632_s_at	34587.09	7.32E-04
200633_at	495291.60	2.44E-04
200634_at	154926.48	2.44E-04
200635_s_at	28800.80	7.32E-04
200636_s_at	87018.20	2.44E-04
200637_s_at	16903.77	2.44E-04
200638_s_at	244767.40	2.44E-04
200639_s_at	167491.86	2.44E-04
200640_at	244054.40	2.44E-04
200641_s_at	159959.84	2.44E-04
200642_at	219489.33	2.44E-04
200643_at	18932.83	2.44E-04
200644_at	6777.89	7.32E-04
200645_at	105614.94	2.44E-04
200646_s_at	12639.55	7.32E-04
200647_x_at	214429.31	2.44E-04
200648_s_at	83618.67	2.44E-04
200649_at	20684.33	2.44E-04
200650_s_at	610211.06	2.44E-04
200651_at	657668.70	2.44E-04
200652_at	155622.11	2.44E-04
200653_s_at	58644.05	2.44E-04
200654_at	237918.61	1.42E-02
200655_s_at	35146.76	2.44E-04
200656_s_at	100886.13	2.44E-04
200657_at	315766.78	2.44E-04
200658_s_at	67683.97	2.44E-04
200659_s_at	13137.25	2.44E-04
200660_at	160811.90	2.44E-04
200661_at	58748.14	2.44E-04
200662_s_at	292597.56	2.44E-04
200663_at	223276.08	2.44E-04
200664_s_at	25623.40	1.95E-03
200665_s_at	31345.91	2.44E-04
200666_s_at	48266.75	2.44E-04
200667_at	67301.41	2.44E-04
200668_s_at	184717.53	2.44E-04
200669_s_at	82975.65	2.44E-04
200670_at	25466.03	2.44E-04
200671_s_at	8258.15	5.86E-03
200672_x_at	24301.74	2.44E-04
200673_at	387812.53	2.44E-04
200674_s_at	469245.03	2.44E-04
200675_at	161645.19	2.44E-04
200676_s_at	9520.78	2.44E-04
200677_at	239438.58	2.44E-04
200678_x_at	91402.74	2.44E-04
200679_x_at	66712.93	2.44E-04
200680_x_at	323782.94	2.44E-04
200681_at	84895.63	2.44E-04
200682_s_at	79449.30	2.44E-04
200683_s_at	25494.34	2.44E-04
200684_s_at	19437.00	7.32E-04
200685_at	28078.85	2.44E-04
200686_s_at	270897.25	2.44E-04
200687_s_at	38665.99	2.44E-04
200688_at	8160.34	3.03E-02
200689_x_at	463249.66	2.44E-04
200690_at	21430.44	7.32E-04
200691_s_at	163855.72	2.44E-04
200692_s_at	80497.06	2.44E-04
200693_at	218071.61	2.44E-04
200694_s_at	40716.18	2.44E-04
200695_at	12230.86	1.95E-03
200696_s_at	12814.41	4.15E-03
200697_at	86774.10	2.44E-04
200698_at	57598.83	2.44E-04
200699_at	38636.11	2.44E-04
200700_s_at	54431.53	2.44E-04
200701_at	192741.31	2.44E-04
200702_s_at	13631.89	7.32E-04
200703_at	188541.22	2.44E-04
200704_at	68493.20	2.44E-04
200705_s_at	352772.66	2.44E-04
200706_s_at	41462.17	2.44E-04
200707_at	33111.91	2.44E-04
200708_at	104845.20	2.44E-04
200709_at	102854.14	2.44E-04
200710_at	71315.74	2.44E-04
200711_s_at	72375.23	2.44E-04
200712_s_at	19105.66	2.44E-04
200713_s_at	75682.47	2.44E-04
200714_x_at	86761.81	2.44E-04
200715_x_at	453096.34	2.44E-04
200716_x_at	743975.30	2.44E-04
200717_x_at	717850.56	2.44E-04
200718_s_at	485796.20	2.44E-04
200719_at	12168.27	2.44E-04
200720_s_at	16891.41	2.44E-04
200721_s_at	19888.91	1.95E-03
200722_s_at	40011.55	7.32E-04
200723_s_at	124963.13	2.44E-04
200724_at	2073.73	1.71E-01
200725_x_at	380901.53	2.44E-04
200726_at	166495.14	2.44E-04
200727_s_at	21876.61	1.22E-03
200728_at	132373.38	2.44E-04
200729_s_at	99766.75	2.44E-04
200730_s_at	54523.14	2.44E-04
200731_s_at	42570.46	2.44E-04
200732_s_at	104888.39	2.44E-04
200733_s_at	123093.24	7.32E-04
200734_s_at	38069.31	1.22E-03
200735_x_at	348460.62	2.44E-04
200736_s_at	186082.66	2.44E-04
200737_at	78038.84	7.32E-04
200738_s_at	315971.40	2.44E-04
200739_s_at	14126.71	2.93E-03
200740_s_at	54191.38	2.44E-04
200741_s_at	711022.30	2.44E-04
200742_s_at	23074.39	2.44E-04
200743_s_at	52648.97	2.44E-04
200744_s_at	43458.13	2.44E-04
200745_s_at	67252.33	2.44E-04
200746_s_at	65535.56	2.44E-04
200747_s_at	20012.37	2.93E-03
200748_s_at	722700.94	2.44E-04
200749_at	64214.43	2.44E-04
200750_s_at	253484.22	2.44E-04
200751_s_at	88544.17	2.44E-04
200752_s_at	21558.77	7.32E-04
200753_x_at	60210.79	2.44E-04
200754_x_at	216439.05	2.44E-04
200755_s_at	29979.81	2.44E-04
200756_x_at	17070.87	4.15E-03
200757_s_at	48262.04	2.44E-04
200758_s_at	149729.61	2.44E-04
200759_x_at	190402.90	2.44E-04
200760_s_at	169882.25	2.44E-04
200761_s_at	288771.50	2.44E-04
200762_at	94168.27	2.44E-04
200763_s_at	645789.40	2.44E-04
200764_s_at	81312.38	2.44E-04
200765_x_at	168412.16	2.44E-04
200766_at	89068.58	2.44E-04
200767_s_at	12371.96	7.32E-04
200768_s_at	146984.48	2.44E-04
200769_s_at	23110.65	1.95E-03
200770_s_at	73900.87	2.44E-04
200771_at	164409.69	2.44E-04
200772_x_at	176574.36	2.44E-04
200773_x_at	233381.10	2.44E-04
200774_at	175856.89	2.44E-04
200775_s_at	305215.40	2.44E-04
200776_s_at	87253.56	2.44E-04
200777_s_at	90368.63	2.44E-04
200778_s_at	80898.74	2.44E-04
200779_at	133168.89	2.44E-04
200780_x_at	243681.77	2.44E-04
200781_s_at	550556.00	2.44E-04
200782_at	118183.74	2.44E-04
200783_s_at	12006.84	7.32E-04
200784_s_at	5263.69	3.03E-02
200785_s_at	10714.25	1.95E-03
200786_at	84634.05	2.44E-04
200787_s_at	11587.34	2.44E-04
200788_s_at	31474.41	2.44E-04
200789_at	37615.29	2.39E-02
200790_at	68800.54	2.44E-04
200791_s_at	130447.64	2.44E-04
200792_at	158916.89	7.32E-04
200793_s_at	121607.74	2.44E-04
200794_x_at	100059.91	2.44E-04
200795_at	686.43	1.12E-01
200796_s_at	9917.91	4.15E-03
200797_s_at	186915.14	2.44E-04
200798_x_at	99523.63	2.44E-04
200799_at	110569.03	2.44E-04
200800_s_at	35479.84	2.44E-04
200801_x_at	803487.50	2.44E-04
200802_at	67844.98	2.44E-04
200803_s_at	230125.45	2.44E-04
200804_at	169529.10	2.44E-04
200805_at	49954.49	2.44E-04
200806_s_at	281486.78	2.44E-04
200807_s_at	680248.94	2.44E-04
200808_s_at	10494.22	7.32E-04
200809_x_at	486981.16	2.44E-04
200810_s_at	34679.48	2.44E-04
200811_at	20802.34	3.03E-02
200812_at	89082.17	2.44E-04
200813_s_at	21471.84	1.95E-03
200814_at	69251.30	2.44E-04
200815_s_at	22906.28	2.44E-04
200816_s_at	36688.58	2.44E-04
200817_x_at	732757.56	2.44E-04
200818_at	197084.31	2.44E-04
200819_s_at	509319.25	2.44E-04
200820_at	41870.75	2.44E-04
200821_at	80955.48	2.44E-04
200822_x_at	109326.86	2.44E-04
200823_x_at	425798.25	2.44E-04
200824_at	209787.31	2.44E-04
200825_s_at	63135.69	2.44E-04
200826_at	268563.75	2.44E-04
200827_at	23241.93	1.95E-03
200828_s_at	128399.56	2.44E-04
200829_x_at	99310.93	2.44E-04
200830_at	66789.10	2.44E-04
200831_s_at	127300.05	2.44E-04
200832_s_at	331222.84	2.44E-04
200833_s_at	78273.23	2.44E-04
200834_s_at	902960.00	2.44E-04
200835_s_at	3097.50	3.99E-01
200836_s_at	9192.18	1.07E-02
200837_at	133305.03	2.44E-04
200838_at	97532.91	2.44E-04
200839_s_at	152485.00	2.44E-04
200840_at	307463.56	2.44E-04
200841_s_at	43759.96	2.44E-04
200842_s_at	189940.66	2.44E-04
200843_s_at	114178.67	2.44E-04
200844_s_at	257517.00	2.44E-04
200845_s_at	243263.75	2.44E-04
200846_s_at	47695.27	2.44E-04
200847_s_at	130963.84	2.44E-04
200848_at	43329.08	2.44E-04
200849_s_at	37675.73	2.44E-04
200850_s_at	85784.63	2.44E-04
200851_s_at	60094.94	2.93E-03
200852_x_at	19782.89	4.15E-03
200853_at	156582.10	7.32E-04
200854_at	14485.05	2.44E-04
200855_at	5096.59	1.86E-02
200856_x_at	8581.12	2.44E-04
200857_s_at	11726.05	2.93E-03
200858_s_at	286068.40	2.44E-04
200859_x_at	51163.18	7.32E-04
200860_s_at	78234.14	2.44E-04
200861_at	22436.73	1.22E-03
200862_at	179003.52	2.44E-04
200863_s_at	86739.33	2.44E-04
200864_s_at	19299.47	2.44E-04
200865_at	42.76	6.66E-01
200866_s_at	287124.78	2.44E-04
200867_at	21785.13	2.44E-04
200868_s_at	24699.14	1.22E-03
200869_at	567698.25	2.44E-04
200870_at	155197.86	2.44E-04
200871_s_at	510984.80	2.44E-04
200872_at	372607.44	2.44E-04
200873_s_at	165831.33	2.44E-04
200874_s_at	13658.28	2.44E-04
200875_s_at	79430.81	2.44E-04
200876_s_at	185107.06	2.44E-04
200877_at	185562.98	2.44E-04
200878_at	101833.63	2.44E-04
200879_s_at	3429.34	1.07E-02
200880_at	44883.74	7.32E-04
200881_s_at	88650.89	2.44E-04
200882_s_at	66461.09	2.44E-04
200883_at	129264.17	2.44E-04
200884_at	3747.39	8.06E-03
200885_at	37665.77	1.22E-03
200886_s_at	183316.77	2.44E-04
200887_s_at	31882.29	2.44E-04
200888_s_at	297911.30	2.44E-04
200889_s_at	64818.77	2.44E-04
200890_s_at	37386.90	2.44E-04
200891_s_at	192397.53	2.44E-04
200892_s_at	64686.70	2.44E-04
200893_at	139254.88	2.44E-04
200894_s_at	12827.54	2.39E-02
200895_s_at	30172.22	2.44E-04
200896_x_at	125026.33	2.44E-04
200897_s_at	61834.96	2.44E-04
200898_s_at	23090.56	1.22E-03
200899_s_at	39867.57	2.44E-04
200900_s_at	32102.96	2.44E-04
200901_s_at	45066.51	2.44E-04
200902_at	89220.98	2.44E-04
200903_s_at	90092.51	2.44E-04
200904_at	19510.43	2.44E-04
200905_x_at	67310.88	2.44E-04
200906_s_at	8646.81	7.32E-04
200907_s_at	43583.91	2.44E-04
200908_s_at	2104.88	1.30E-01
200909_s_at	433268.44	2.44E-04
200910_at	189328.45	2.44E-04
200911_s_at	38694.24	2.39E-02
200912_s_at	355147.75	2.44E-04
200913_at	8136.25	2.44E-04
200914_x_at	53970.50	2.44E-04
200915_x_at	178438.33	2.44E-04
200916_at	124843.45	1.95E-03
200917_s_at	10148.66	2.39E-02
200918_s_at	79661.25	1.95E-03
200919_at	36644.44	1.07E-02
200920_s_at	137374.05	2.44E-04
200921_s_at	104362.47	2.44E-04
200922_at	30174.09	2.44E-04
200923_at	168286.08	1.95E-03
200924_s_at	258621.39	2.44E-04
200925_at	754120.80	2.44E-04
200926_at	655429.30	2.44E-04
200927_s_at	27332.44	2.44E-04
200928_s_at	1121.97	1.42E-02
200929_at	133040.27	2.44E-04
200930_s_at	146.31	8.05E-01
200931_s_at	89656.46	2.44E-04
200932_s_at	38001.86	7.32E-04
200933_x_at	704732.70	2.44E-04
200934_at	66220.84	2.44E-04
200935_at	13856.09	2.44E-04
200936_at	499804.53	2.44E-04
200937_s_at	296710.22	2.44E-04
200938_s_at	55.15	8.50E-01
200939_s_at	125.26	8.29E-01
200940_s_at	10263.23	2.44E-04
200941_at	48450.94	2.44E-04
200942_s_at	80949.31	2.44E-04
200943_at	154007.19	2.44E-04
200944_s_at	153771.66	2.44E-04
200945_s_at	89354.88	2.44E-04
200946_x_at	70141.81	2.44E-04
200947_s_at	74055.97	2.44E-04
200948_at	39474.53	2.44E-04
200949_x_at	359907.62	2.44E-04
200950_at	46272.57	2.44E-04
200951_s_at	1749.77	8.06E-02
200952_s_at	349.18	2.46E-01
200953_s_at	16851.21	1.95E-03
200954_at	37369.56	9.52E-02
200955_at	59292.72	2.44E-04
200956_s_at	23119.52	2.44E-04
200957_s_at	29044.02	2.44E-04
200958_s_at	244003.61	2.44E-04
200959_at	45860.69	2.44E-04
200960_x_at	85473.17	5.86E-03
200961_at	23060.71	1.22E-03
200962_at	7451.92	1.07E-02
200963_x_at	429100.50	2.44E-04
200964_at	113681.89	2.44E-04
200965_s_at	83483.40	2.44E-04
200966_x_at	281103.47	2.44E-04
200967_at	300823.22	2.44E-04
200968_s_at	154258.02	2.44E-04
200969_at	32293.40	2.44E-04
200970_s_at	29657.17	1.95E-03
200971_s_at	83669.30	2.44E-04
200972_at	83460.98	2.44E-04
200973_s_at	40452.99	2.44E-04
200974_at	10207.81	2.93E-03
200975_at	113952.80	2.44E-04
200976_s_at	29558.56	2.44E-04
200977_s_at	44799.73	2.44E-04
200978_at	168231.84	2.44E-04
200979_at	14558.86	2.44E-04
200980_s_at	57742.62	2.44E-04
200981_x_at	215164.60	2.44E-04
200982_s_at	1950.20	1.30E-01
200983_x_at	289590.34	2.44E-04
200984_s_at	155032.52	2.44E-04
200985_s_at	192438.58	2.44E-04
200986_at	138.08	6.34E-01
200987_x_at	29883.75	7.32E-04
200988_s_at	10183.36	2.44E-04
200989_at	217309.45	2.44E-04
200990_at	44799.41	7.32E-04
200991_s_at	42355.12	7.32E-04
200992_at	98589.06	2.44E-04
200993_at	93914.48	2.44E-04
200994_at	79389.60	2.44E-04
200995_at	26357.73	1.22E-03
200996_at	145346.08	2.44E-04
200997_at	28531.61	2.44E-04
200998_s_at	66207.90	2.44E-04
200999_s_at	59286.12	2.44E-04
201000_at	33956.02	4.15E-03
201001_s_at	32383.72	2.44E-04
201002_s_at	42597.08	2.44E-04
201003_x_at	101265.95	2.44E-04
201004_at	118021.20	2.44E-04
201005_at	348815.70	2.44E-04
201006_at	5651.55	4.61E-02
201007_at	186666.30	2.44E-04
201008_s_at	74519.59	2.44E-04
201009_s_at	90235.81	2.44E-04
201010_s_at	115204.03	2.44E-04
201011_at	84619.73	2.44E-04
201012_at	279090.40	2.44E-04
201013_s_at	91083.50	2.44E-04
201014_s_at	54526.12	2.44E-04
201015_s_at	70486.01	2.44E-04
201016_at	34400.95	7.32E-04
201017_at	32201.07	7.32E-04
201018_at	34093.84	2.44E-04
201019_s_at	101464.13	2.44E-04
201020_at	10906.48	7.32E-04
201021_s_at	189150.53	2.44E-04
201022_s_at	322382.50	2.44E-04
201023_at	68365.38	2.44E-04
201024_x_at	35469.84	2.44E-04
201025_at	9165.44	2.44E-04
201026_at	5329.50	1.07E-02
201027_s_at	17239.90	7.32E-04
201028_s_at	57718.52	2.44E-04
201029_s_at	121873.28	2.44E-04
201030_x_at	374844.34	2.44E-04
201031_s_at	142242.66	2.44E-04
201032_at	81123.70	2.44E-04
201033_x_at	800766.90	2.44E-04
201034_at	51273.28	2.44E-04
201035_s_at	13525.27	5.86E-03
201036_s_at	31877.58	2.44E-04
201037_at	95093.73	2.44E-04
201038_s_at	10957.75	7.32E-04
201039_s_at	12685.32	2.44E-04
201040_at	6451.76	1.07E-02
201041_s_at	247101.98	2.44E-04
201042_at	5295.97	6.76E-02
201043_s_at	14807.62	2.44E-04
201044_x_at	10537.94	2.44E-04
201045_s_at	1786.77	1.30E-01
201046_s_at	22808.27	1.42E-02
201047_x_at	49389.84	2.44E-04
201048_x_at	3026.54	8.06E-02
201049_s_at	742949.60	2.44E-04
201050_at	9612.77	1.22E-03
201051_at	40016.37	2.44E-04
201052_s_at	24299.99	2.44E-04
201053_s_at	26025.05	1.95E-03
201054_at	68261.13	2.44E-04
201055_s_at	22558.12	7.32E-04
201056_at	15424.95	7.32E-04
201057_s_at	26283.21	2.44E-04
201058_s_at	1638.61	4.66E-01
201059_at	53766.34	2.44E-04
201060_x_at	215833.81	2.44E-04
201061_s_at	213126.89	2.44E-04
201062_at	973.41	2.46E-01
201063_at	51287.45	2.44E-04
