^SAMPLE = GSM231639
!Sample_title = SH-SY5Y(ECACC)_RA_inhibiter_LY294002_6h_rep2
!Sample_geo_accession = GSM231639
!Sample_status = Public on Sep 01 2009
!Sample_submission_date = Sep 26 2007
!Sample_last_update_date = Aug 14 2011
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = neuroblastoma cell, retinoic acid (RA), LY294002, 6hour
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Cell line: SH-SY5Y (EC94030304, obtained from ECACC (European Collection of Cell Cultures))
!Sample_treatment_protocol_ch1 = SH-SY5Y-E cells were seeded in laminin coated culture dishes (BioCoat Laminin Cellware; BD Biosciences) for 1 day and then transferred to a medium containing 10 μM of RA in the presence of LY294002 (10 μM) for five days.
!Sample_growth_protocol_ch1 = Tissue culture cells were maintained in D-MEM/F12 1:1 mixture supplemented with 15% FBS (Fetal Bovine Serum) and 1% NEAA (Non-essential amino acid) in a 5% CO2 humidified incubator at 37oC. The culture medium was changed twice a week.
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Total cellular RNA was extracted from the cells at specific intervals using the RiboPure Kit (Ambion, An Applied Biosystems Business, Austin, TX, USA) according to the manufacturer’s instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = First-strand cDNA was synthesized using 5 μg of total RNA and the GeneChip One-cycle cDNA Synthesis Kit (Affymetrix, Inc.). Biotin-labeled cRNA was generated by the GeneChip IVT labeling Kit (Affymetrix, Inc.)
!Sample_hyb_protocol = Biotin-labeled cRNA was applied on the Human Genome U133 Plus 2.0 Array (Affymetrix, Inc.) and then hybridized at 45oC for 17 h in a GeneChip Hybridization Oven (Affymetrix, Inc.).
!Sample_scan_protocol = Washing, staining and scanning of the array were performed using the GeneChip Wash and Stain Kit and a GeneChip Scanner 3000 (Affymetrix, Inc.), respectively.
!Sample_description = Sampling of RNA was performed at six different time points (0h, 6h, 1d, 2d, 3d, and 5d, respectively) under RA inducible conditions in the presence of LY294002.
!Sample_data_processing = The average signal intensity for all probes was initially tuned to 500 as global scaling and individual signal intensities were evaluated by detection call (present/marginal/absent) using the Affymetrix Micro Array Suite 5.0 (MAS 5.0) software (Affymetrix, Inc.).
!Sample_platform_id = GPL570
!Sample_contact_name = Tadayuki,,Takeda
!Sample_contact_email = ttakeda@gsc.riken.jp
!Sample_contact_phone = (+81) 45 503 9286
!Sample_contact_fax = (+81) 45 503 9176
!Sample_contact_laboratory = Genome Annotation and Comparative Analysis Team
!Sample_contact_department = Computatinal and Experimental Systems Biology Group
!Sample_contact_institute = RIKEN GSC
!Sample_contact_address = 1-7-22, Suehiro-cho, Tsurumi-ku
!Sample_contact_city = Yokohama
!Sample_contact_state = Kanagawa
!Sample_contact_zip/postal_code = 230-0045
!Sample_contact_country = Japan
!Sample_contact_web_link = http://hgp.gsc.riken.go.jp/index.php/Main_Page
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM231nnn/GSM231639/suppl/GSM231639.CEL.gz
!Sample_series_id = GSE9169
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = Signal
#ABS_CALL = indicating whether the transcript was present (P), absent (A), or marginal (M)
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-HSAC07/X00351_5_at	25395.6	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	31085.7	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	38310.1	P	4.42873e-05
AFFX-M27830_5_at	1078.7	P	4.42873e-05
AFFX-M27830_M_at	3854.06	P	0.00159257
AFFX-M27830_3_at	25.4089	A	0.51489
AFFX-hum_alu_at	50649.3	P	2.6068e-13
1007_s_at	1348.38	P	0.000673102
1053_at	1758.57	P	0.000218889
117_at	51.1285	A	0.138765
121_at	441.057	P	0.0130918
1255_g_at	517.043	P	0.000673102
1294_at	145.3	A	0.0668649
1316_at	100.212	P	0.0193035
1320_at	246.975	P	0.0278597
1405_i_at	1.40409	A	0.992173
1431_at	5.7111	A	0.697453
1438_at	78.462	A	0.0980541
1487_at	827.814	P	0.0489947
1494_f_at	104.859	P	0.0193035
1598_g_at	726.012	P	0.00486276
160020_at	172.951	P	0.0439678
1729_at	792.902	P	0.000561689
1773_at	392.069	P	0.00486276
177_at	21.5815	A	0.378184
179_at	331.237	P	0.0439678
1861_at	622.389	P	0.000388206
200000_s_at	4217.54	P	0.000244141
200001_at	7283.62	P	0.000244141
200002_at	29164.5	P	0.000244141
200003_s_at	46146.6	P	0.000244141
200004_at	22170.3	P	0.000244141
200005_at	7669.71	P	0.000244141
200006_at	19157.8	P	0.000244141
200007_at	19177.1	P	0.000244141
200008_s_at	4182.21	P	0.000244141
200009_at	11077.4	P	0.000244141
200010_at	27104.3	P	0.000244141
200011_s_at	3018.4	P	0.000244141
200012_x_at	28431	P	0.000244141
200013_at	28693.1	P	0.000244141
200014_s_at	7961.17	P	0.000244141
200015_s_at	12826.8	P	0.000732422
200016_x_at	33998.7	P	0.000244141
200017_at	33858.1	P	0.000244141
200018_at	39665.2	P	0.000244141
200019_s_at	17450.1	P	0.000244141
200020_at	5367.94	P	0.000244141
200021_at	32080.4	P	0.000732422
200022_at	32879.4	P	0.000244141
200023_s_at	14941.7	P	0.000244141
200024_at	30096.4	P	0.000732422
200025_s_at	30998	P	0.000244141
200026_at	33913.1	P	0.000244141
200027_at	8679.41	P	0.000244141
200028_s_at	4865.17	P	0.000244141
200029_at	29253.2	P	0.000244141
200030_s_at	16463.2	P	0.000244141
200031_s_at	45343.7	P	0.000244141
200032_s_at	39684.7	P	0.000244141
200033_at	19716.2	P	0.000244141
200034_s_at	31033.8	P	0.000244141
200035_at	1117.45	P	0.000244141
200036_s_at	22171.8	P	0.000244141
200037_s_at	15240.1	P	0.000244141
200038_s_at	37585.3	P	0.000244141
200039_s_at	7300.17	P	0.000244141
200040_at	10957.8	P	0.000244141
200041_s_at	9782.36	P	0.000244141
200042_at	3134.05	P	0.000244141
200043_at	18427.5	P	0.000244141
200044_at	5880.33	P	0.000244141
200045_at	2337.28	P	0.000244141
200046_at	6862.87	P	0.000244141
200047_s_at	6314.64	P	0.000244141
200048_s_at	13367.1	P	0.000244141
200049_at	1226.75	P	0.000244141
200050_at	3895.55	P	0.000732422
200051_at	733.091	P	0.000244141
200052_s_at	9131.63	P	0.000244141
200053_at	2004.49	P	0.000244141
200054_at	1046.34	P	0.000244141
200055_at	6019.48	P	0.000244141
200056_s_at	2955.95	P	0.000244141
200057_s_at	18630.3	P	0.000244141
200058_s_at	7507.5	P	0.000244141
200059_s_at	17463.5	P	0.000244141
200060_s_at	7263.9	P	0.000244141
200061_s_at	30760.8	P	0.000244141
200062_s_at	36776.5	P	0.000244141
200063_s_at	27505.7	P	0.000244141
200064_at	22164.4	P	0.000244141
200065_s_at	12189	P	0.000244141
200066_at	3082.36	P	0.000244141
200067_x_at	6452.58	P	0.000244141
200068_s_at	8584.72	P	0.000244141
200069_at	944.79	P	0.000244141
200070_at	948.553	P	0.000732422
200071_at	3637.57	P	0.000244141
200072_s_at	8339.45	P	0.000244141
200073_s_at	10519.2	P	0.000244141
200074_s_at	15791.3	P	0.000244141
200075_s_at	6152.93	P	0.000244141
200076_s_at	2517.7	P	0.000244141
200077_s_at	22603.6	P	0.000244141
200078_s_at	4981.81	P	0.000244141
200079_s_at	7950.24	P	0.000244141
200080_s_at	28087.8	P	0.000244141
200081_s_at	30129.4	P	0.000244141
200082_s_at	34017.9	P	0.000244141
200083_at	4448.51	P	0.000244141
200084_at	7783.86	P	0.000244141
200085_s_at	10085.4	P	0.000244141
200086_s_at	12814.8	P	0.000244141
200087_s_at	10527	P	0.000244141
200088_x_at	33488.8	P	0.000244141
200089_s_at	24831.2	P	0.000244141
200090_at	7327.83	P	0.000244141
200091_s_at	27144.9	P	0.000244141
200092_s_at	36012.8	P	0.000244141
200093_s_at	14562.5	P	0.000244141
200094_s_at	15200.4	P	0.000244141
200095_x_at	33747	P	0.000244141
200096_s_at	5153.01	P	0.000244141
200097_s_at	9974.43	P	0.000244141
200098_s_at	5201.47	P	0.000732422
200099_s_at	40427.9	P	0.000244141
200593_s_at	3230.54	P	0.000244141
200594_x_at	11235.2	P	0.000244141
200595_s_at	7914.06	P	0.000244141
200596_s_at	3608.57	P	0.000244141
200597_at	844.453	P	0.000244141
200598_s_at	9495.77	P	0.000244141
200599_s_at	18316.6	P	0.000244141
200600_at	36.1713	A	0.303711
200601_at	1541.71	P	0.000732422
200602_at	2869.6	P	0.000244141
200603_at	11051.6	P	0.000244141
200604_s_at	3965.79	P	0.000244141
200605_s_at	10166.3	P	0.000244141
200606_at	11.1119	A	0.601074
200607_s_at	2712.58	P	0.000244141
200608_s_at	6872.45	P	0.000244141
200609_s_at	5240.57	P	0.000244141
200610_s_at	10602.1	P	0.000244141
200611_s_at	4311.21	P	0.000244141
200612_s_at	2001.02	P	0.000244141
200613_at	6977.72	P	0.000244141
200614_at	17752.5	P	0.000244141
200615_s_at	1693.25	P	0.000244141
200616_s_at	1968.06	P	0.000244141
200617_at	1777.3	P	0.000244141
200618_at	3981.06	P	0.000732422
200619_at	2544.33	P	0.0141602
200620_at	6204.56	P	0.000244141
200621_at	6034.46	P	0.000244141
200622_x_at	1454.23	P	0.000244141
200623_s_at	1960.81	P	0.000244141
200624_s_at	7406.62	P	0.000244141
200625_s_at	8290.28	P	0.000244141
200626_s_at	10613.9	P	0.000244141
200627_at	14394.7	P	0.000244141
200628_s_at	2019.39	P	0.0141602
200629_at	2862.78	P	0.000244141
200630_x_at	7856.93	P	0.000244141
200631_s_at	11528.4	P	0.000244141
200632_s_at	1096.63	P	0.000244141
200633_at	39542.5	P	0.000244141
200634_at	16912.6	P	0.000244141
200635_s_at	338.025	P	0.0141602
200636_s_at	1671.4	P	0.000244141
200637_s_at	282.572	P	0.00585938
200638_s_at	8826.06	P	0.000244141
200639_s_at	10047.8	P	0.000244141
200640_at	8967.54	P	0.000244141
200641_s_at	6096.02	P	0.000244141
200642_at	18334.8	P	0.000244141
200643_at	1408.9	P	0.000244141
200644_at	11247.1	P	0.000244141
200645_at	14716.8	P	0.000244141
200646_s_at	849.26	P	0.000732422
200647_x_at	19902.2	P	0.000244141
200648_s_at	866.05	P	0.000244141
200649_at	1643.31	P	0.000244141
200650_s_at	20226.1	P	0.000244141
200651_at	30921.8	P	0.000244141
200652_at	17157.4	P	0.000244141
200653_s_at	25851.9	P	0.000244141
200654_at	13240	P	0.00415039
200655_s_at	8873.17	P	0.000244141
200656_s_at	5555.67	P	0.000244141
200657_at	17635.5	P	0.000244141
200658_s_at	8014.4	P	0.000244141
200659_s_at	1419.64	P	0.000244141
200660_at	6615.74	P	0.000732422
200661_at	2075.97	P	0.000244141
200662_s_at	16075.2	P	0.000244141
200663_at	15832.9	P	0.000244141
200664_s_at	1490.57	P	0.000732422
200665_s_at	4800.4	P	0.000244141
200666_s_at	2248.15	P	0.000244141
200667_at	3906.74	P	0.000244141
200668_s_at	11899.9	P	0.000244141
200669_s_at	6106.19	P	0.000244141
200670_at	2274.02	P	0.000244141
200671_s_at	363.536	P	0.0141602
200672_x_at	808.962	P	0.000732422
200673_at	11607.3	P	0.000244141
200674_s_at	29551.4	P	0.000244141
200675_at	5918.78	P	0.000244141
200676_s_at	592.159	P	0.000244141
200677_at	10195.8	P	0.000244141
200678_x_at	1737.65	P	0.000732422
200679_x_at	14035.4	P	0.000244141
200680_x_at	31979.3	P	0.000244141
200681_at	13308.3	P	0.000244141
200682_s_at	9053.14	P	0.000244141
200683_s_at	3023.15	P	0.000244141
200684_s_at	1335.48	P	0.000244141
200685_at	1289.19	P	0.000244141
200686_s_at	14925.6	P	0.000244141
200687_s_at	3649.34	P	0.000244141
200688_at	435.691	P	0.00805664
200689_x_at	23957	P	0.000244141
200690_at	589.679	P	0.0012207
200691_s_at	3423.05	P	0.000244141
200692_s_at	1916.3	P	0.000244141
200693_at	20016	P	0.000244141
200694_s_at	2643.37	P	0.000244141
200695_at	1358.3	P	0.000244141
200696_s_at	450.443	P	0.00415039
200697_at	2575.63	P	0.000732422
200698_at	4241.8	P	0.000244141
200699_at	2456.11	P	0.000244141
200700_s_at	4921.53	P	0.000244141
200701_at	4241.29	P	0.000244141
200702_s_at	644.202	P	0.00292969
200703_at	19089.5	P	0.000244141
200704_at	2819.47	P	0.000244141
200705_s_at	22622.1	P	0.000244141
200706_s_at	1023.51	P	0.000244141
200707_at	2224.15	P	0.000244141
200708_at	2603.31	P	0.000244141
200709_at	6440.07	P	0.000244141
200710_at	2953.41	P	0.000244141
200711_s_at	3197.88	P	0.000244141
200712_s_at	2136.82	P	0.000244141
200713_s_at	5496.59	P	0.000244141
200714_x_at	3061.54	P	0.000732422
200715_x_at	17254.3	P	0.000244141
200716_x_at	42753.3	P	0.000244141
200717_x_at	38201.8	P	0.000244141
200718_s_at	21129	P	0.000244141
200719_at	842.299	P	0.000244141
200720_s_at	2963.95	P	0.000244141
200721_s_at	1982.51	P	0.000732422
200722_s_at	2886.95	P	0.000244141
200723_s_at	9931.22	P	0.000244141
200724_at	44.2162	A	0.334473
200725_x_at	21903.8	P	0.000244141
200726_at	10516.7	P	0.000244141
200727_s_at	1106.19	P	0.00195313
200728_at	6745.85	P	0.000244141
200729_s_at	5624.08	P	0.000244141
200730_s_at	1209.76	P	0.000244141
200731_s_at	1582.63	P	0.000244141
200732_s_at	2829.67	P	0.000244141
200733_s_at	4124.31	P	0.000244141
200734_s_at	3884.96	P	0.000244141
200735_x_at	26736.8	P	0.000244141
200736_s_at	6212	P	0.000244141
200737_at	3216.39	P	0.000244141
200738_s_at	14836.8	P	0.000244141
200739_s_at	2057.68	P	0.000244141
200740_s_at	7238.23	P	0.000244141
200741_s_at	45318.5	P	0.000244141
200742_s_at	1080.83	P	0.000244141
200743_s_at	1898	P	0.000244141
200744_s_at	6981.84	P	0.000244141
200745_s_at	12000.1	P	0.000244141
200746_s_at	9754.24	P	0.000244141
200747_s_at	1478.87	P	0.000732422
200748_s_at	20812.1	P	0.000244141
200749_at	4290.23	P	0.000244141
200750_s_at	21212.8	P	0.000244141
200751_s_at	7594.13	P	0.000244141
200752_s_at	372.572	P	0.0141602
200753_x_at	5932.01	P	0.000244141
200754_x_at	14735.3	P	0.000244141
200755_s_at	5890.04	P	0.000244141
200756_x_at	4867	P	0.000244141
200757_s_at	5611.48	P	0.000244141
200758_s_at	3546.86	P	0.000732422
200759_x_at	4951.61	P	0.000244141
200760_s_at	3457.46	P	0.000244141
200761_s_at	3704.74	P	0.000244141
200762_at	8994.91	P	0.000244141
200763_s_at	38801.6	P	0.000244141
200764_s_at	3079.99	P	0.000244141
200765_x_at	5649.37	P	0.000244141
200766_at	326.772	P	0.00415039
200767_s_at	412.974	P	0.000732422
200768_s_at	3606.83	P	0.000244141
200769_s_at	400.526	P	0.00585938
200770_s_at	1171.43	P	0.000244141
200771_at	5040.6	P	0.000244141
200772_x_at	20216.5	P	0.000244141
200773_x_at	15741.6	P	0.000244141
200774_at	8703.52	P	0.000244141
200775_s_at	16294.3	P	0.000244141
200776_s_at	10259.6	P	0.000244141
200777_s_at	10238.9	P	0.000244141
200778_s_at	6783.57	P	0.000244141
200779_at	5907.7	P	0.000732422
200780_x_at	38983.4	P	0.000244141
200781_s_at	32294.9	P	0.000244141
200782_at	3872.89	P	0.000244141
200783_s_at	4386.65	P	0.000244141
200784_s_at	16.6706	A	0.904785
200785_s_at	195.914	P	0.0107422
200786_at	10899	P	0.000244141
200787_s_at	3222.41	P	0.000244141
200788_s_at	7115.47	P	0.000732422
200789_at	3258.66	P	0.00415039
200790_at	12357.6	P	0.000244141
200791_s_at	3768.72	P	0.000244141
200792_at	5813.44	P	0.000732422
200793_s_at	1244.21	P	0.00585938
200794_x_at	5625.48	P	0.000244141
200795_at	1199.06	P	0.000732422
200796_s_at	994.684	P	0.0012207
200797_s_at	8608.66	P	0.000244141
200798_x_at	4965.14	P	0.000244141
200799_at	3395.36	P	0.000244141
200800_s_at	1170.4	P	0.000732422
200801_x_at	48276.9	P	0.000244141
200802_at	3899.07	P	0.000244141
200803_s_at	8838.87	P	0.000244141
200804_at	5333.43	P	0.000244141
200805_at	1379.75	P	0.000244141
200806_s_at	14187.9	P	0.000244141
200807_s_at	21793.3	P	0.000244141
200808_s_at	3196.97	P	0.000244141
200809_x_at	32526	P	0.000244141
200810_s_at	11110.4	P	0.000244141
200811_at	4656.68	P	0.000732422
200812_at	7440.4	P	0.000244141
200813_s_at	1662	P	0.000244141
200814_at	3861.32	P	0.000244141
200815_s_at	1117.53	P	0.000244141
200816_s_at	3298.93	P	0.000732422
200817_x_at	39156.6	P	0.000244141
200818_at	9365.75	P	0.000732422
200819_s_at	37392.7	P	0.000244141
200820_at	7744.27	P	0.000244141
200821_at	1329.48	P	0.000244141
200822_x_at	10963.4	P	0.000244141
200823_x_at	23207.5	P	0.000244141
200824_at	7878.74	P	0.000244141
200825_s_at	3993.04	P	0.000244141
200826_at	25910	P	0.000244141
200827_at	1370.42	P	0.0012207
200828_s_at	8428.32	P	0.000244141
200829_x_at	5767.24	P	0.000244141
200830_at	5583.92	P	0.000244141
200831_s_at	630.972	P	0.0141602
200832_s_at	2343.03	P	0.000244141
200833_s_at	6454.44	P	0.000244141
200834_s_at	40855.1	P	0.000244141
200835_s_at	23.9841	A	0.633789
200836_s_at	410.412	A	0.111572
200837_at	4543.73	P	0.000244141
200838_at	10568.9	P	0.000244141
200839_s_at	13275.3	P	0.000244141
200840_at	15158.8	P	0.000244141
200841_s_at	1487.87	P	0.000244141
200842_s_at	3725.89	P	0.000244141
200843_s_at	3206.28	P	0.000244141
200844_s_at	11344.9	P	0.000244141
200845_s_at	9628.01	P	0.000244141
200846_s_at	7495.88	P	0.000244141
200847_s_at	11827.6	P	0.000244141
200848_at	1631.66	P	0.000244141
200849_s_at	1677.85	P	0.0012207
200850_s_at	6133.67	P	0.000244141
200851_s_at	4641.92	P	0.000732422
200852_x_at	3895.41	P	0.00195313
200853_at	24545.8	P	0.000244141
200854_at	943.694	P	0.000244141
200855_at	450.694	P	0.0012207
200856_x_at	389.453	P	0.000244141
200857_s_at	725.509	P	0.000732422
200858_s_at	23497.9	P	0.000244141
200859_x_at	4085.85	P	0.000732422
200860_s_at	3562.11	P	0.000244141
200861_at	960.156	P	0.000732422
200862_at	1300.65	P	0.000244141
200863_s_at	8211.02	P	0.000244141
200864_s_at	1017.64	P	0.000244141
200865_at	2.01881	A	0.904785
200866_s_at	4214.62	P	0.000244141
200867_at	1166.23	P	0.000244141
200868_s_at	1812.82	P	0.000244141
200869_at	37529.4	P	0.000244141
200870_at	11024.7	P	0.000244141
200871_s_at	9598.59	P	0.000244141
200872_at	3913.05	P	0.000244141
200873_s_at	12321.4	P	0.000244141
200874_s_at	640.633	P	0.000244141
200875_s_at	3111.45	P	0.000244141
200876_s_at	12488.5	P	0.000244141
200877_at	11413.6	P	0.000244141
200878_at	814.761	P	0.000244141
200879_s_at	45.0704	A	0.19458
200880_at	4283.62	P	0.000244141
200881_s_at	12062.1	P	0.000244141
200882_s_at	9812.85	P	0.000244141
200883_at	3243.5	P	0.000244141
200884_at	3174.83	P	0.000244141
200885_at	2600.14	P	0.00195313
200886_s_at	15001.4	P	0.000244141
200887_s_at	2895.53	P	0.000244141
200888_s_at	21809.7	P	0.000244141
200889_s_at	1713.39	P	0.000244141
200890_s_at	908.009	P	0.000244141
200891_s_at	6126.37	P	0.000244141
200892_s_at	6560.57	P	0.000244141
200893_at	12775.8	P	0.000244141
200894_s_at	968.792	P	0.000244141
200895_s_at	3157.85	P	0.000732422
200896_x_at	8151.8	P	0.000244141
200897_s_at	3793.24	P	0.000244141
200898_s_at	823.219	P	0.00292969
200899_s_at	2251.5	P	0.000244141
200900_s_at	1787.21	P	0.000244141
200901_s_at	2149.94	P	0.000732422
200902_at	8039.64	P	0.000244141
200903_s_at	3192.17	P	0.000244141
200904_at	167.3	P	0.00292969
200905_x_at	837.52	P	0.000244141
200906_s_at	459.847	P	0.000244141
200907_s_at	2254.9	P	0.000244141
200908_s_at	295.531	P	0.00292969
200909_s_at	36946.6	P	0.000244141
200910_at	9453.15	P	0.000244141
200911_s_at	960.027	P	0.0302734
200912_s_at	11268.6	P	0.000244141
200913_at	1903.38	P	0.000244141
200914_x_at	3737.27	P	0.000244141
200915_x_at	7285.29	P	0.000244141
200916_at	10642.8	P	0.000244141
200917_s_at	1189.71	P	0.00585938
200918_s_at	4077.74	P	0.000732422
200919_at	3212.36	P	0.00585938
200920_s_at	3889.92	P	0.000244141
200921_s_at	2259.95	P	0.000244141
200922_at	1150.16	P	0.000244141
200923_at	5541.29	P	0.0012207
200924_s_at	652.161	P	0.0012207
200925_at	20442	P	0.000244141
200926_at	47312	P	0.000244141
200927_s_at	1306.33	P	0.000244141
200928_s_at	87.0911	P	0.000732422
200929_at	5401.23	P	0.000244141
200930_s_at	24.4642	A	0.601074
200931_s_at	4426.93	P	0.000244141
